Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,Original_Tweeter,mentions,retweet_id,reply_to,sentiment,neg,neu,pos,compound,Community,engagement_rate,followers_per_tweet,log_engagement_rate,log_followers_per_tweet,tweet_id,tweet_type,linked_tweet_id
1303,hmv London,"New @Marvel figurines in store. Can't wait for the film? Why not pass the time with these beauties   

#thor #loveandthunder #marvel #legendseries #gorr #mightythor #starlord #groot #kingvalkyrie #ravagerthor https://t.co/uYQoBgk8jn",Thu May 05 17:57:47 +0000 2022,"Ariel Way, London https://www.",2491,1,3,2022-05-05 17:57:47+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5267}",0.0,0.892,0.108,0.5267,6.0,0.0016057808109193096,1.9117421335379892,0.0016044929234386189,1.0687515733701143,6037,original,
1316,The Jerusalem Post,"Comic artist Neal Adams, who passed away at age 80 in New York City on April 28, is best known for having revolutionized Batman and other iconic comic book characters for both the DC and @Marvel brands. But Adams himself was also a fearless crusader.

https://t.co/Fykc59WcDs",Mon May 02 22:56:07 +0000 2022,Israel,777755,1,7,2022-05-02 22:56:07+00:00,True,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.7543}",0.0,0.87,0.13,0.7543,6.0,1.0286015519025914e-05,590.9992401215806,1.0285962618331043e-05,6.383505351304771,6050,original,
1319,Argales 🇩🇰🇸🇪🇺🇦,"@Marvel Oh man, this is hard. But that scene where his mother came into the room and start hitting Steven. Wow! That is the most saddest moment to me. Also when Steven realize that he knew it all along that his mother have passed away . OK to read. #ThisWeekInMarvel https://t.co/l16dSwwsuu",Mon May 02 14:46:37 +0000 2022,,222,0,1,2022-05-02 14:46:37+00:00,True,Marvel,['@Marvel'],Missing_Retweet_ID,Marvel,"{'neg': 0.114, 'neu': 0.736, 'pos': 0.15, 'compound': 0.5027}",0.114,0.736,0.15,0.5027,6.0,0.0045045045045045045,0.1683093252463988,0.004494389587839313,0.15555768260280117,6053,original,
1332,THUMB_BNO,RT @Marvel: Marvel is saddened to learn artist Neal Adams has passed away. Neal's photorealistic style helped shape the Marvel Universe and,Fri Apr 29 22:38:13 +0000 2022,,2,0,0,2022-04-29 22:38:13+00:00,True,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.121, 'neu': 0.679, 'pos': 0.2, 'compound': 0.296}",0.121,0.679,0.2,0.296,6.0,0.0,0.0015015015015015015,0.0,0.0015003753752345812,6066,retweet,
1358,(bailey!),@DiscussingFilm After Morbius my hope for Sony Marvel films is lower than my dad in the ground (he has passed away.),Tue Apr 26 02:28:44 +0000 2022,he/him,311,0,1,2022-04-26 02:28:44+00:00,False,DiscussingFilm,['@DiscussingFilm'],Missing_Retweet_ID,DiscussingFilm,"{'neg': 0.085, 'neu': 0.695, 'pos': 0.22, 'compound': 0.5423}",0.085,0.695,0.22,0.5423,13.0,0.003215434083601286,0.22901325478645065,0.0032102756302482215,0.20621161554319364,6092,original,
1371,Hector Garcia,@Marvel I like Natalie Portman. But if this film turns out to be some wokester BS crap then I will pass on this.,Wed Apr 20 23:29:18 +0000 2022,,289,0,5,2022-04-20 23:29:18+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,Marvel,"{'neg': 0.141, 'neu': 0.787, 'pos': 0.072, 'compound': -0.3919}",0.141,0.787,0.072,-0.3919,6.0,0.01730103806228374,0.21079504011670314,0.01715307922624945,0.19127720178827454,6105,original,
1383,Bob Layton,"Remembering my friend Herb Trimpe, who passed away seven years ago today. You are sorely missed, pal. #herbtrimpe @Marvel @Hulk https://t.co/kCJXY5QlxU",Thu Apr 14 22:06:33 +0000 2022,"Tampa, FL",9883,20,224,2022-04-14 22:06:33+00:00,False,Marvel,"['@Marvel', '@Hulk']",Missing_Retweet_ID,,"{'neg': 0.09, 'neu': 0.779, 'pos': 0.131, 'compound': 0.25}",0.09,0.779,0.131,0.25,6.0,0.024688859657998583,7.146059291395517,0.02438901495610111,2.0975342877899013,6117,original,
1455,Tito Fito,"@Marvel @MarvelStudios Plz recast Black Panther to match the comic book. The character shouldn't be killed off because of the actor playing the role passed. Not fair to us. 
Blk men have been taken out households since paper food stamps &amp;  fam separation agenda, now its movies?",Wed Mar 23 10:56:29 +0000 2022,Baltimore Md,956,0,0,2022-03-23 10:56:29+00:00,False,Marvel,"['@Marvel', '@MarvelStudios']",Missing_Retweet_ID,Marvel,"{'neg': 0.038, 'neu': 0.832, 'pos': 0.13, 'compound': 0.5759}",0.038,0.832,0.13,0.5759,6.0,0.0,0.6570446735395189,0.0,0.5050356985755782,6189,original,
1576,B.C. Justice #SaveTChalla,@Marvel @marvelheaux I do love Dr. Strange as a character. @MarvelStudios  But no recasting of the first black superhero in the history of mainstream comics on film. I will pass seeing the movie.  King T'Challa is black history and important to black culture. ,Sun Mar 06 22:10:00 +0000 2022,United States,828,0,1,2022-03-06 22:10:00+00:00,False,Marvel,"['@Marvel', '@marvelheaux', '@MarvelStudios']",Missing_Retweet_ID,Marvel,"{'neg': 0.093, 'neu': 0.8, 'pos': 0.107, 'compound': 0.1531}",0.093,0.8,0.107,0.1531,6.0,0.0012077294685990338,0.5253807106598984,0.001207000750035282,0.4222440252372737,6310,original,
1594,"No Dice, Chicago",@Marvel Recast Finn Jones as Danny Rand or pass on the legacy and then the story can be continued. Bring in Orson Randall.,Tue Mar 01 16:04:52 +0000 2022,Earth,65,0,4,2022-03-01 16:04:52+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,Marvel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,6.0,0.06153846153846154,0.04077791718946048,0.05971923470162228,0.03996843084028415,6328,original,
1664,Jeff Edwards,"#ReleaseTheRaimiCut I like this idea &amp; hope it comes to pass @Marvel @MarvelStudios. However, I would love to see a NEW Raimi film/limited series where #Spiderman faces the fallout of everything that he's experienced over the last 20 years being turned upside down &amp; inside out.",Fri Feb 11 05:02:11 +0000 2022,603,180,2,4,2022-02-11 05:02:11+00:00,False,Marvel,"['@Marvel', '@MarvelStudios']",Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.8625}",0.0,0.806,0.194,0.8625,7.0,0.03333333333333333,0.10817307692307693,0.032789822822990866,0.10271278273538524,6398,original,
1715,"Derek ""Let's say hypothetically I was high"" Beland","@FandomWire @MarvelStudios @TheRealStanLee 1st, I thought Stan filmed a bunch for use should he pass away. 2nd, I would like that. even if he is no longer doing speaking cameos. and used more like an easter egg. it doesnt dishonor him. his image should sign all Marvel.",Fri Jan 28 16:43:56 +0000 2022,Oklahoma,832,0,1,2022-01-28 16:43:56+00:00,False,FandomWire,"['@FandomWire', '@MarvelStudios', '@TheRealStanLee']",Missing_Retweet_ID,FandomWire,"{'neg': 0.044, 'neu': 0.8, 'pos': 0.156, 'compound': 0.6808}",0.044,0.8,0.156,0.6808,8.0,0.001201923076923077,0.485131195335277,0.001201201345634098,0.39550311537941674,6449,original,
1721,Carter 🐞,"@Marvel I love this and we definitely need more but pls for the love of god continue X-men evolution as comic books, I need more content Im going to explode without it and reviving the series when Scott summers voice actor has passed seems disrespectful, thank you for your time",Thu Jan 27 04:38:18 +0000 2022,,63,0,0,2022-01-27 04:38:18+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,Marvel,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.9518}",0.0,0.7,0.3,0.9518,6.0,0.0,0.03660662405578152,0.0,0.03595251692841527,6455,original,
1892,Jalyn Sanderson,@FandomWire @RPK_NEWS1 I would pass away in my chair because I was too stunned@Kevfeige and Marvel should make this happen https://t.co/YknnHLRXn1,Fri Dec 31 15:10:19 +0000 2021,"Phoenix, AZ",773,0,5,2021-12-31 15:10:19+00:00,False,FandomWire,"['@FandomWire', '@RPK_NEWS1', '@Kevfeige']",Missing_Retweet_ID,FandomWire,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",0.0,0.865,0.135,0.4215,8.0,0.00646830530401035,0.40856236786469347,0.0064474755909696415,0.34256958698812134,6626,original,
1930,Comic Watch,"Comic book artist for @Marvel, @ValiantComics &amp; @ImageComics Ryan ""Bode"" Bodenheim passed away on December 20, 2021, at the age of 44 https://t.co/4y2Fmb3DLx",Tue Dec 28 03:35:33 +0000 2021,The Multiverse,4146,1,7,2021-12-28 03:35:33+00:00,False,Marvel,"['@Marvel', '@ValiantComics', '@ImageComics']",Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,6.0,0.001929570670525808,2.1481865284974093,0.0019277114403327177,1.1468265818167322,6664,original,
1999,Sylas,"Ive never liked the idea of Marvel still using Stan's twitter after he has passed

The fact that are now trying to shit out NFTs, and promoting it here is fucking disgusting and disgraceful to Stans legacy

Shame on you @Marvel",Tue Dec 14 23:48:13 +0000 2021,Adelaide,129,1,4,2021-12-14 23:48:13+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.24, 'neu': 0.66, 'pos': 0.1, 'compound': -0.8139}",0.24,0.66,0.1,-0.8139,6.0,0.03875968992248062,0.06453226613306653,0.03802739558923925,0.06253551596113494,6733,original,
2167,Weird Science Marvel Comics #GoReadComics,"Best Marvel Comics Podcast Ep 6: The Thing #2 (1983) For Beauty Passed Away

@marvel #marvelcomics #fantansticfour #thething #marvelpodcast #marvelcomicspodcast

Apple https://t.co/bhhMHD57Yi
Podbean https://t.co/XHKOunkVdq
Spotify https://t.co/aZj5Yk8YSL https://t.co/pAbvBuOK1W",Mon Nov 15 14:31:08 +0000 2021,Savage Lands,6680,4,14,2021-11-15 14:31:08+00:00,False,marvel,['@marvel'],Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.8957}",0.0,0.69,0.31,0.8957,7.0,0.002694610778443114,3.082602676511306,0.0026909868234584865,1.4067346959470268,6901,original,
2220,alina,@Marvel still couldn't watch half of video bcs i just passed away when i saw my question i-,Wed Nov 10 23:53:08 +0000 2021,films | shows | comics,1483,0,3,2021-11-10 23:53:08+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,Marvel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,6.0,0.0020229265003371545,0.668018018018018,0.0020208831397723792,0.5116361060472875,6954,original,
2225,J B,"@IGN B+. I liked it. Visual, cinematography was incredible. Possibly my favorite visual of all marvel movies so far. Only thing would be that characters werent relatable and had no emotional impact. But since theyre new characters, I can give that a pass. Recommend for big screen",Wed Nov 10 21:14:06 +0000 2021,,153,0,1,2021-11-10 21:14:06+00:00,False,IGN,['@IGN'],Missing_Retweet_ID,IGN,"{'neg': 0.032, 'neu': 0.761, 'pos': 0.207, 'compound': 0.775}",0.032,0.761,0.207,0.775,19.0,0.006535947712418301,0.06876404494382023,0.006514681021193696,0.06650288265038655,6959,original,
2259,Paul Gale,"Hey @Marvel, do you have an actor in mind yet to take on Wolverine when the X-Men join the MCU? Might I suggest #TaylorLautner for the role.  @RealHughJackman, lets pass the torch on cinema! #Wolverine #Snikt! https://t.co/0nAyplAgnQ",Wed Nov 03 06:14:45 +0000 2021,"Los Angeles, CA",2406,4,8,2021-11-03 06:14:45+00:00,False,Marvel,"['@Marvel', '@RealHughJackman']",Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.4184}",0.0,0.926,0.074,0.4184,6.0,0.004987531172069825,1.0650730411686586,0.004975134640113795,0.725165596813441,6993,original,
2498,Walt XanderArt,"@IGN And Im sure Sony will figure out some loopholes like Marvel did. Seriously, they didnt shy away from Thanos, Gamora &amp; Natasha's deaths, despite being PG-13. How did Natasha's death especially,get a pass? I know colored blood is a loophole, but actual blood was flowing all over.",Thu Sep 02 19:53:35 +0000 2021,"Baltimore, Maryland",85,0,0,2021-09-02 19:53:35+00:00,True,IGN,['@IGN'],Missing_Retweet_ID,IGN,"{'neg': 0.077, 'neu': 0.788, 'pos': 0.135, 'compound': 0.2192}",0.077,0.788,0.135,0.2192,19.0,0.0,0.034027221777421936,0.0,0.0334611024103175,7232,original,
2510,Aldo Litch,"Im not sure what the story of BP2 will be, but this would be a great opportunity for @Marvel to speak on #cancer by having BP pass away, art imitates life vis--vis the passing of the torch would feel more organic",Tue Aug 31 20:10:10 +0000 2021,,250,0,0,2021-08-31 20:10:10+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.031, 'neu': 0.774, 'pos': 0.195, 'compound': 0.8711}",0.031,0.774,0.195,0.8711,6.0,0.0,0.099601593625498,0.0,0.0949479265853661,7244,original,
2519,Geoempathic Summers,"Good morning,@Marvel please ensure that the next X-Men movie features 

-a Black Sunspot
-Storm
-Stevie Hunter

Were counting on you to put two Black women on screen together (and to make it pass the Bechdel test) for the good of film society!! https://t.co/jjSLCcD91f",Mon Aug 30 12:09:39 +0000 2021,Limbo(Geohell)🦀,1531,4,9,2021-08-30 12:09:39+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.8829}",0.0,0.776,0.224,0.8829,6.0,0.008491182233834096,0.6077808654227869,0.008455334927037726,0.47485488374797463,7253,original,
2541,Daniel Porter,"Robson Rocha just passed away. A couple months ago Steve Lightle also passed. 
Why does the comics industry not put together a collection of creators' more defining works upon their passing?
Exactly how hard could this possibly be?
@Marvel @DCComics @DarkHorseComics @ImageComics",Sun Aug 29 06:05:17 +0000 2021,,153,0,0,2021-08-29 06:05:17+00:00,False,Marvel,"['@Marvel', '@DCComics', '@DarkHorseComics', '@ImageComics']",Missing_Retweet_ID,,"{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.1926}",0.043,0.957,0.0,-0.1926,6.0,0.0,0.0602125147579693,0.0,0.05846937365014521,7275,original,
2649,Lil’ Tut Art 🏳️‍🌈 ✌🏻,"@DiscussingFilm It was very shocking when he passed last year, I wasnt really a fan of Black Panther yet at the time so I decided to watch it with my Mother for the first time soon after he passed. After seeing the film, I completely understand why this man was so epic. Rest In Peace ",Sat Aug 28 11:25:16 +0000 2021,"Connecticut, USA",368,1,3,2021-08-28 11:25:16+00:00,False,DiscussingFilm,['@DiscussingFilm'],Missing_Retweet_ID,DiscussingFilm,"{'neg': 0.091, 'neu': 0.847, 'pos': 0.062, 'compound': -0.1709}",0.091,0.847,0.062,-0.1709,13.0,0.010869565217391304,0.13892034730086825,0.010810916104215628,0.1300807498869914,7383,original,
2824,"Anuj Adhiya, Author: Growth Hacking for Dummies","Right now millions of @Marvel nerds out there are seeing ""Excelsior Pass"" trending and coming away disappointed... https://t.co/MVvzW9hvsi",Tue Aug 03 18:47:53 +0000 2021,Get my book here ➡️,3137,0,1,2021-08-03 18:47:53+00:00,False,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.1779}",0.0,0.909,0.091,0.1779,6.0,0.000318775900541919,1.1108356940509916,0.0003187251022997527,0.7470839326067938,7558,original,
2834,Take me to the movies or lose me forever!,"Abe has passed down his love for #SpiderMan and what better way to celebrate #SpiderManDay than with him handing down his first Spidey suit to his little brother! 

The pure joy on Ben's face until bedtime was priceless! 

Thank you @Marvel @TheRealStanLee  https://t.co/PWvzUsEUw6",Mon Aug 02 04:26:13 +0000 2021,"Miami, Florida",1252,0,2,2021-08-02 04:26:13+00:00,False,Marvel,"['@Marvel', '@TheRealStanLee']",Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9564}",0.0,0.682,0.318,0.9564,8.0,0.001597444089456869,0.4417784050811574,0.0015961695328221693,0.36587735512694164,7568,original,
2915,NewZXStream,"Marvel Will Not Do Any More Stan Lee Cameos

'Their policy is he doesn't cameo now that he's passed away""

@NewZXStream

 https://t.co/7RAeANc8C0 https://t.co/r4HV8B3oQq",Mon Jul 12 07:24:51 +0000 2021,,126,0,0,2021-07-12 07:24:51+00:00,False,NewZXStream,['@NewZXStream'],Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4215}",0.0,0.887,0.113,0.4215,Other,0.0,0.04322469982847341,0.0,0.04231658889277189,7649,original,
2917,A.R.I.,"Even though Stan Lee has passed, RIP, I think @Marvel should still do his cameos. Like a frame on a wall in each movie and a reference to his honor. But the reference has to be different in each movie.",Sun Jul 11 20:00:46 +0000 2021,,181,0,2,2021-07-11 20:00:46+00:00,True,Marvel,['@Marvel'],Missing_Retweet_ID,,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.431}",0.0,0.898,0.102,0.431,6.0,0.011049723756906077,0.06205005142269455,0.010989121575595192,0.06020105110909252,7651,original,
3047,Siddhant panchariya,"@Marvel @MarvelStudios @transformers @rajcomics @DCComics @JimLee  
I am so heartbroken to inform you all that Sir Dheeraj Verma a international comic book artist and creator is no more with us. He passed away today at Maxcare Hospital ,Saket ,Delhi. https://t.co/BXPgzzhsut",Mon Jun 07 11:45:41 +0000 2021,,30,4,9,2021-06-07 11:45:41+00:00,False,Marvel,"['@Marvel', '@MarvelStudios', '@transformers', '@rajcomics', '@DCComics', '@JimLee']",Missing_Retweet_ID,Marvel,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.8267}",0.176,0.824,0.0,-0.8267,6.0,0.43333333333333335,0.009845749917952083,0.36000273403140703,0.009797596336332783,7781,original,
3071,Robert Churchill,"Sad to hear Paul Soles passed away on May 26th.
For kids of the 70s he was and always will be the voice of Spider-Man.
He did other roles, but his voice brought one of my Fav comic heroes to life.
@Marvel @MarvelStudios @MarvelStudiosCA please honour him in SpiderVerse https://t.co/CAQ8Qqruwx",Mon May 31 02:27:07 +0000 2021,"Whitby, Ontario",76,0,1,2021-05-31 02:27:07+00:00,True,Marvel,"['@Marvel', '@MarvelStudios', '@MarvelStudiosCA']",Missing_Retweet_ID,,"{'neg': 0.032, 'neu': 0.709, 'pos': 0.259, 'compound': 0.9468}",0.032,0.709,0.259,0.9468,7.0,0.013157894736842105,0.02474763920547053,0.013072081567352768,0.0244463766235845,7805,original,
