Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,sentiment,neg,neu,pos,compound,Original_Tweeter,Community,adjusted_sentiment,cleaned_text
111,Carlos Galvez,"My G2 Ss came in talking about #BlackPanther today &amp; how sad it was that #ChadwickBoseman had passed away. So we quickly whipped up a tag game &amp; called it #Wakanda Tag. It was a fitting tribute 2 such an inspiring human being. May he rest in peace. 
@ssischool #WeAreSSIS #physed https://t.co/jyLRlrSPqx",Tue Sep 01 03:36:21 +0000 2020,"Ho Chi Minh, Vietnam",3675,0,9,2020-09-01 03:36:00,True,"{'neg': 0.105, 'neu': 0.68, 'pos': 0.214, 'compound': 0.4939}",0.105,0.68,0.214,0.4939,ssischool,Other,pos,g2 ss came talking today amp sad passed away quickly whipped tag game amp called tag fitting tribute 2 inspiring human may rest peace
113,Nolan Kehler,"We were joined by a local artist @Kimmy_Rampersad to explore the legacy of #ChadwickBoseman, who passed away over the weekend at the age of 43. Listen to that conversation here: https://t.co/KDdN3enlxs",Tue Sep 01 03:05:53 +0000 2020,"Manitoba, Canada",727,0,0,2020-09-01 03:05:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Kimmy_Rampersad,Other,neu,joined local artist explore legacy passed away weekend age 43 listen conversation
117,Bianca ♏️,"Im honestly in such disbelief that #ChadwickBoseman passed away,  like i cant wrap my head around it. Like i know i never personally met him but he made an impacted on my life and i just cant believe he is gone. #WakandaForever https://t.co/sT198PfMm3",Tue Sep 01 02:25:32 +0000 2020,,141,0,0,2020-09-01 02:25:00,True,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.7906}",0.0,0.692,0.308,0.7906,self,Other,pos,im honestly disbelief passed away like cant wrap head around like know never personally met made impacted life cant believe gone
119,Dawn Ornelas,@colinmcfarlane @ana_cfmonteiro @chadwickboseman So saddened that he passed away but I didn’t know him personally or heard about him. I never seen the movie of the Black Panther! I felt terrible about his death. I pray that he will be safe in a better place.,Tue Sep 01 01:47:50 +0000 2020,"Vernon, Arizona USA",793,0,0,2020-09-01 01:47:00,True,"{'neg': 0.33, 'neu': 0.413, 'pos': 0.257, 'compound': -0.5106}",0.33,0.413,0.257,-0.5106,colinmcfarlane,Other,neg,saddened passed away didnt know personally heard never seen movie black panther felt terrible death pray safe better place
120,"Mark Lewis, MD, FASCO","Today was my first day back in clinic since #ChadwickBoseman passed away

So many of my patients mentioned him, obviously with sadness at his loss but also marveling that he continued working and living fully despite his cancer

King, your legacy lives on in your shining example https://t.co/J1y2cDfZ8a",Tue Sep 01 01:09:51 +0000 2020,"Murray, UT",91578,10,233,2020-09-01 01:09:00,True,"{'neg': 0.158, 'neu': 0.727, 'pos': 0.115, 'compound': -0.1042}",0.158,0.727,0.115,-0.1042,self,Other,pos,today first day back clinic since passed away many patients mentioned obviously sadness loss also marveling continued working living fully despite cancer king legacy lives shining example
124,Nevada Sports Net,"Today on NSN Daily we remember Chadwick Boseman, who passed away this weekend after a four-year battle with cancer.

The ""Black Panther"" star was only 43. #WakandaForever https://t.co/DDrLtzexvc",Tue Sep 01 00:15:00 +0000 2020,"Reno, NV",12140,0,0,2020-09-01 00:15:00,True,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7906}",0.333,0.667,0.0,-0.7906,self,Other,neg,today nsn daily remember chadwick boseman passed away weekend fouryear battle cancer black panther star 43
129,Skyz,@rpetrose By now I know you probably know he passed away it’s so sad he was a young noble kind man our king Wakanda forever,Mon Aug 31 22:58:15 +0000 2020,United States NY,678,0,0,2020-08-31 22:58:00,True,"{'neg': 0.159, 'neu': 0.513, 'pos': 0.328, 'compound': 0.5106}",0.159,0.513,0.328,0.5106,rpetrose,Other,pos,know probably know passed away sad young noble kind man king wakanda forever
132,Antonio,I can't believe the actor black panther passed away but he's in a better place now wakanda forever #ripchadwickboseman,Mon Aug 31 22:28:51 +0000 2020,"Virginia Beach, VA",155,0,0,2020-08-31 22:28:00,True,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.0,0.791,0.209,0.4404,self,Other,pos,cant believe actor black panther passed away hes better place wakanda forever
133,xXNONxFICTIONXx,"@MCU_Fanatics I would prefer that @Marvel acknowledge t chala has passed and the next man up must go through the challenge ritual to earn the right to be king &amp; the new black panther, plus his death can be a mystery that needs solving @Kevfeige @DisneyStudios @Russo_Brothers",Mon Aug 31 21:18:53 +0000 2020,"Tacoma, Washington.",1233,0,1,2020-08-31 21:18:00,True,"{'neg': 0.141, 'neu': 0.725, 'pos': 0.134, 'compound': -0.296}",0.141,0.725,0.134,-0.296,MCU_Fanatics,Other,neg,would prefer acknowledge chala passed next man must go challenge ritual earn right king amp new black panther plus death mystery needs solving
135,…,Sad the last black panther passed away. But now is not the time. Humans are in need today.,Mon Aug 31 20:43:12 +0000 2020,"Arlington, VA",99,0,0,2020-08-31 20:43:00,True,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",0.256,0.744,0.0,-0.4767,self,Other,neg,sad last black panther passed away time humans need today
138,947 Music.Life,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/1bveHjPav2",Mon Aug 31 20:15:01 +0000 2020,Johannesburg,461063,1,8,2020-08-31 20:15:00,True,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.7906}",0.292,0.708,0.0,-0.7906,JohnKani2,Other,neg,south african legend dr paid tribute american actor passed away home los angeles long battle colon cancer past weekend
147,G,I changed my profile pic in the memory of #ChadwickBoseman who sadly passed away from Colon Cancer on Friday. I from now on will never take life for granted and to make each moment count and each day matter.,Mon Aug 31 17:47:21 +0000 2020,UK,5384,0,0,2020-08-31 17:47:00,True,"{'neg': 0.357, 'neu': 0.599, 'pos': 0.044, 'compound': -0.8334}",0.357,0.599,0.044,-0.8334,self,Other,neg,changed profile pic memory sadly passed away colon cancer friday never take life granted make moment count day matter
150,Dave King us,"@GeraldoRivera I watched Black Panther last night, loved it...so sad that the star passed away....",Mon Aug 31 17:33:04 +0000 2020,"Arizona, USA",1363,0,0,2020-08-31 17:33:00,True,"{'neg': 0.194, 'neu': 0.562, 'pos': 0.244, 'compound': 0.2023}",0.194,0.562,0.244,0.2023,GeraldoRivera,Other,pos,watched black panther last night loved itso sad star passed away
151,Hostos Writing Center,"Today's writing center #wisdom comes from Chadwick Boseman who unfortunately passed away this weekend from colon cancer. Our deepest condolences to all those who have been affected by his loss.

#ChadwickBoseman #BlackPanther #WakandaForever
#Writers #narratives #storytelling https://t.co/cGrwxdkwUg",Mon Aug 31 17:30:15 +0000 2020,,79,1,1,2020-08-31 17:30:00,True,"{'neg': 0.471, 'neu': 0.529, 'pos': 0.0, 'compound': -0.8658}",0.471,0.529,0.0,-0.8658,self,Other,neg,todays writing center comes chadwick boseman unfortunately passed away weekend colon cancer deepest condolences affected loss
153,Oigetit Tech,"Actor Chadwick Boseman, passed away on Aug. 28. News of his death shocked many fans and led to the most liked tweet in #Twitter’s history. 

Read more: https://t.co/wELQBwFCEu

#ChadwickBoseman #socialmedia #BlackPanther  #technews https://t.co/8gZTJ64rZl",Mon Aug 31 16:56:55 +0000 2020,"Silicon Valley, CA",536,0,0,2020-08-31 16:56:00,True,"{'neg': 0.27, 'neu': 0.609, 'pos': 0.122, 'compound': -0.5267}",0.27,0.609,0.122,-0.5267,self,Other,neg,actor chadwick boseman passed away aug 28 news death shocked many fans led liked tweet history read
159,Lunita,"People are tripping. Shuri will be the new Black Panther, stop complaining. He knew he was going to pass away soon and the producers did as well. He even said it in an interview lmao. The movie has already been filmed",Mon Aug 31 16:37:01 +0000 2020,,123,0,3,2020-08-31 16:37:00,True,"{'neg': 0.143, 'neu': 0.643, 'pos': 0.214, 'compound': 0.4588}",0.143,0.643,0.214,0.4588,self,Other,pos,people tripping shuri new black panther stop complaining knew going pass away soon producers well even said interview lmao movie already filmed
160,BluntWell,"I must be the only person not have seen black panther , 
To be fair I've never seen Captain marvel or Dr strange either. 
I watch a report about 39 children rescued from a sex ring with less information than was reported about the actor that passed away , may he RIP.",Mon Aug 31 16:35:38 +0000 2020,Eire,822,0,0,2020-08-31 16:35:00,True,"{'neg': 0.121, 'neu': 0.73, 'pos': 0.149, 'compound': 0.2425}",0.121,0.73,0.149,0.2425,self,Other,pos,must person seen black panther fair ive never seen captain marvel dr strange either watch report 39 children rescued sex ring less information reported actor passed away may rip
161,Mickey ⁷ ⟭⟬ 🇵🇸 LIA IS BACK Y'ALL!,@Basmala59633343 @bruviez @adorejmjk He's the one who plays black panther who sadly passed away from colon cancer😔,Mon Aug 31 16:27:49 +0000 2020,Slytherin house ,2319,0,1,2020-08-31 16:27:00,True,"{'neg': 0.444, 'neu': 0.432, 'pos': 0.123, 'compound': -0.7351}",0.444,0.432,0.123,-0.7351,Basmala59633343,Other,neg,hes one plays black panther sadly passed away colon cancer
163,U.S. Embassy Budapest,"🕯️American actor Chadwick Boseman passed away August 28th.  ""He lived a beautiful life. And he made great art. Day after day, year after year. That was who he was. He was an epic firework display."" --'Black Panther' Director Ryan Coogler
#RIP https://t.co/trf575DaOb",Mon Aug 31 15:30:11 +0000 2020,"Budapest, Hungary",30601,2,4,2020-08-31 15:30:00,True,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.8402}",0.0,0.75,0.25,0.8402,self,Other,pos,american actor chadwick boseman passed away august 28th lived beautiful life made great art day day year year epic firework display black panther director ryan coogler
164,Dollar Store Joe Burrow,"@Disney hear me out. With the death of Chadwick Bosemen if you plan on keeping black panther don’t just have a full length movie where he is CGI the whole time. No, you have it be known that T’challa had passed away, but Shuri is next in line as ruler. As she is going through the",Mon Aug 31 15:16:01 +0000 2020,"Cincinnati, OH",447,0,2,2020-08-31 15:16:00,True,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.5994}",0.145,0.855,0.0,-0.5994,Disney,Other,neg,hear death chadwick bosemen plan keeping black panther dont full length movie cgi whole time known tchalla passed away shuri next line ruler going
165,Chi-K-Doja,"At least he passed surrounded by loved one's. Even in death this man is an inspiration. To make such high level movies and help better our culture while doing #MakeAWish visits. I can only hope to be half the man he was! #RestInPowerKing
#WakandaForever #ChadwickBoseman",Mon Aug 31 15:15:19 +0000 2020,"Oxnard, CA",121,0,1,2020-08-31 15:15:00,True,"{'neg': 0.116, 'neu': 0.415, 'pos': 0.469, 'compound': 0.8979}",0.116,0.415,0.469,0.8979,self,Other,pos,least passed surrounded loved ones even death man inspiration make high level movies help better culture visits hope half man
169,Novo Health Africa,"American Actor Chadwick Boseman @chadwickboseman passed away on 28th August 2020 due to an illness as a result of Colon Cancer. He kept his health condition secretly with his death a shock to all.

Rest in power, King T'challa! 🥀

#ChadwickBoseman #BlackPanther #KingTChalla https://t.co/6Ci4rirzNa",Mon Aug 31 14:30:44 +0000 2020,"Lagos, Nigeria",1422,0,4,2020-08-31 14:30:00,True,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.9274}",0.405,0.595,0.0,-0.9274,chadwickboseman,Other,neg,american actor chadwick boseman passed away 28th august 2020 due illness result colon cancer kept health condition secretly death shock rest power king tchalla
172,The Brown Identity,"@chadwickboseman passed away of colon cancer over the weekend and his death came as a major blow to the Hollywood industry and his fans alike. Read the article to find out more. #ChadwickBoseman #BlackPanther #WakandaForever 
.
https://t.co/NA2jwar8I4 https://t.co/Uk5mdKgRv7",Mon Aug 31 14:27:37 +0000 2020,,153,0,0,2020-08-31 14:27:00,True,"{'neg': 0.372, 'neu': 0.628, 'pos': 0.0, 'compound': -0.8519}",0.372,0.628,0.0,-0.8519,chadwickboseman,Other,neg,passed away colon cancer weekend death came major blow hollywood industry fans alike read article find
186,Lisa al gaib,"The fact that some of y'all are talking about resurrecting Killmonger to be Black Panther when SHURI is obviously the better choice. 

But MORE IMPORTANTLY the man just passed away, y'all mourned the fictional death of Ironman longer. Show some respect man!",Mon Aug 31 11:48:31 +0000 2020,"Memphis, TN",286,1,6,2020-08-31 11:48:00,True,"{'neg': 0.185, 'neu': 0.567, 'pos': 0.248, 'compound': 0.2732}",0.185,0.567,0.248,0.2732,self,Other,pos,fact yall talking resurrecting killmonger black panther shuri obviously better choice importantly man passed away yall mourned fictional death ironman longer show respect man
187,Loose Women,"'For me, my family and my community, it's been a huge and tragic loss.'

Kelle and the #LooseWomen pay tribute to Black Panther star Chadwick Boseman, who sadly passed away over the weekend.

Watch ➡️ https://t.co/uhvdBHHe6b https://t.co/0mofdsJ8lw",Mon Aug 31 11:40:41 +0000 2020,London,665531,5,55,2020-08-31 11:40:00,True,"{'neg': 0.383, 'neu': 0.524, 'pos': 0.093, 'compound': -0.7351}",0.383,0.524,0.093,-0.7351,self,Other,neg,family community huge tragic loss kelle pay tribute black panther star chadwick boseman sadly passed away weekend watch
191,Mel,"@MaxposedYT of cancer that the Black Panther actor just passed from, and I'm really hoping that his death brings more people to get scans and colonoscopies. If that makes people feel guilty then I don't know what to tell them. ✔ your :. The end",Mon Aug 31 10:52:43 +0000 2020,Mansfield Ohio,1226,0,0,2020-08-31 10:52:00,True,"{'neg': 0.35, 'neu': 0.554, 'pos': 0.095, 'compound': -0.8514}",0.35,0.554,0.095,-0.8514,MaxposedYT,Other,neg,cancer black panther actor passed im really hoping death brings people get scans colonoscopies makes people feel guilty dont know tell end
194,Anthonysetarorock,"@theblackpanther my sister passed away of cancer complications...This song is for you black panther RIP.....
https://t.co/jd1q6zrLnA",Mon Aug 31 09:30:03 +0000 2020,,1,0,0,2020-08-31 09:30:00,True,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.6597}",0.355,0.645,0.0,-0.6597,theblackpanther,Other,neg,sister passed away cancer complicationsthis song black panther rip
196,H24 News Celebs,"Just two days after her Black Panther co-star Chadwick Boseman tragically passed away, Danai Gurira opened up about his death https://t.co/0JvtuSMqnu",Mon Aug 31 09:19:21 +0000 2020,"London, England",25,0,0,2020-08-31 09:19:00,True,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.8225}",0.388,0.612,0.0,-0.8225,self,Other,neg,two days black panther costar chadwick boseman tragically passed away danai gurira opened death
198,947 Music.Life,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/KL2eEDX9Ll",Mon Aug 31 09:00:01 +0000 2020,Johannesburg,461063,2,2,2020-08-31 09:00:00,True,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.7906}",0.292,0.708,0.0,-0.7906,JohnKani2,Other,neg,south african legend dr paid tribute american actor passed away home los angeles long battle colon cancer past weekend
202,Anna😁,@ThePerezHilton I forgot 😫 about it! but seriously there’s a lot of black panther comments on here &amp; that’s cool in all buuuuutttttt... like how do you not just own it already. It was awesome before @chadwickboseman  passed away! ✌🏽 #WakandaForever  #KingTchalla 💜,Mon Aug 31 06:42:21 +0000 2020,,201,0,1,2020-08-31 06:42:00,True,"{'neg': 0.075, 'neu': 0.531, 'pos': 0.394, 'compound': 0.802}",0.075,0.531,0.394,0.802,ThePerezHilton,Other,pos,forgot seriously theres lot black panther comments amp thats cool buuuuutttttt like already awesome passed away
203,Alistair 🎗|| check 📌||Free Palestine 🇵🇸,"I know it’s a sad time since #ChadwickBoseman passed away, but know you are love and just because he isn’t here anymore doesn’t mean you have to leave. Continue to be proud as you are and be powerful! Chadwick has brought many smiles to many young black children. May he rest easy",Mon Aug 31 06:41:50 +0000 2020,Any prns,281,0,0,2020-08-31 06:41:00,True,"{'neg': 0.077, 'neu': 0.496, 'pos': 0.427, 'compound': 0.9209}",0.077,0.496,0.427,0.9209,self,Other,pos,know sad time since passed away know love isnt anymore doesnt mean leave continue proud powerful chadwick brought many smiles many young black children may rest easy
210,Trevor Vos,RIP Mr. Boseman. Such a tragedy to pass away so young. He was an excellent Black Panther. Thoughts go out to his family during this difficult time. #ChadwickForever,Mon Aug 31 05:00:34 +0000 2020,,197,0,0,2020-08-31 05:00:00,True,"{'neg': 0.305, 'neu': 0.531, 'pos': 0.164, 'compound': -0.4939}",0.305,0.531,0.164,-0.4939,self,Other,neg,rip mr boseman tragedy pass away young excellent black panther thoughts go family difficult time
212,RushReads,"Chadwick Boseman's Black Panther co-star Danai Gurira offers a touching tribute to the late actor: Just two days after her Black Panther co-star Chadwick Boseman tragically passed away, Danai Gurira opened up about his death. https://t.co/FgeQHlpqsQ https://t.co/AENvHUAReb",Mon Aug 31 04:50:33 +0000 2020,London,361,0,0,2020-08-31 04:50:00,True,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.8225}",0.241,0.759,0.0,-0.8225,self,Other,neg,chadwick bosemans black panther costar danai gurira offers touching tribute late actor two days black panther costar chadwick boseman tragically passed away danai gurira opened death
214,a l c e e,"My nephew when he heard that Chadwick Boseman passed away 💔
#WakandaForever  #ChadwickBoseman #BlackPanther #cha https://t.co/GdPDH7r9dk",Mon Aug 31 04:37:29 +0000 2020,"San Diego, CA",661,0,4,2020-08-31 04:37:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,nephew heard chadwick boseman passed away
215,John Gambadoro,"Just watched Black Panther again with the fam. Great movie - So sad that Chadwick Boseman passed away Friday from Colon Cancer. Was such a great actor- awesome in 42 as Jackie Robinson. ""Wakanda Forever""",Mon Aug 31 04:31:54 +0000 2020,"Phoenix, Arizona",92702,9,332,2020-08-31 04:31:00,True,"{'neg': 0.204, 'neu': 0.462, 'pos': 0.334, 'compound': 0.7003}",0.204,0.462,0.334,0.7003,self,Other,pos,watched black panther fam great movie sad chadwick boseman passed away friday colon cancer great actor awesome 42 jackie robinson wakanda forever
222,【公式】Newsライフ,"So Sad: Black Panther Star Chadwick Boseman, just passed away after a four-year battle with … https://t.co/tt0pxgbbhS",Mon Aug 31 03:32:44 +0000 2020,,1,0,0,2020-08-31 03:32:00,True,"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.6908}",0.416,0.584,0.0,-0.6908,self,Other,neg,sad black panther star chadwick boseman passed away fouryear battle
226,Nick Maestas,"Chadwick Boseman passed away at 43. That’s 5 years away for me. My grandmother died at 61 from colon cancer. I’ve already had a colonoscopy. But if it strikes this super hero, it can strike anyone. Im so sad at this loss. Rocking my Dame 5 black panther @adidas all week.",Mon Aug 31 02:58:04 +0000 2020,"Lincoln, NE",10028,1,40,2020-08-31 02:58:00,True,"{'neg': 0.379, 'neu': 0.458, 'pos': 0.163, 'compound': -0.836}",0.379,0.458,0.163,-0.836,adidas,Other,neg,chadwick boseman passed away 43 thats 5 years away grandmother died 61 colon cancer ive already colonoscopy strikes super hero strike anyone im sad loss rocking dame 5 black panther week
230,#ActuallyAutistic #ActuallyTrans Asher G 🏳️‍⚧️,#BlackPanther was one of the last movies I got to see with my grandpa before he passed away July 2018. I remember how much fun we had seeing the film and how much we enjoyed watching Black Panther. It was a phenomenal experience. #WakandaForever #ChadwickForever #ChadwickBoseman https://t.co/0txfqq6R8x,Mon Aug 31 02:41:53 +0000 2020,Classified,1880,2,3,2020-08-31 02:41:00,True,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.765}",0.0,0.752,0.248,0.765,self,Other,pos,one last movies got see grandpa passed away july 2018 remember much fun seeing film much enjoyed watching black panther phenomenal experience
231,Another Movie Studio,"A few times over the last couple days I’ve been seeing lots of people on here saying “what about black panther 2?” and “will black panther 2 be made?”

All I have to say is show some damn respect. The man has passed away and you’re worried about the damn movie?!?!#WakandaForever",Mon Aug 31 02:37:49 +0000 2020,,54,1,2,2020-08-31 02:37:00,True,"{'neg': 0.24, 'neu': 0.662, 'pos': 0.098, 'compound': -0.5423}",0.24,0.662,0.098,-0.5423,self,Other,neg,times last couple days ive seeing lots people saying black panther 2 black panther 2 made say show damn respect man passed away youre worried damn movie
234,Tina_Bibbs_TV,#VMAs #mtvvma Paying tribute to the great artist that passed away. Damn @chadwickboseman #ChadwickBoseman so unbelievable you gone. #WakandaForever   You all will be missed. 👋🏽❤️ https://t.co/1Tb4uTnF6C,Mon Aug 31 01:55:25 +0000 2020,"Atlanta, GA",24,0,0,2020-08-31 01:55:00,True,"{'neg': 0.292, 'neu': 0.357, 'pos': 0.351, 'compound': 0.25}",0.292,0.357,0.351,0.25,chadwickboseman,Other,pos,paying tribute great artist passed away damn unbelievable gone missed
235,BIGTippin2786,Just Found Out Chadwick boseman AKA Black Panther Passed Away Friday Sadness 😢 RIP You Will Be Missed,Mon Aug 31 01:40:29 +0000 2020,,26,0,0,2020-08-31 01:40:00,True,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.6249}",0.338,0.662,0.0,-0.6249,self,Other,neg,found chadwick boseman aka black panther passed away friday sadness rip missed
239,Luke/Luna,"Scrolling through #ChadwickBoseman. 

Brought tears to my eyes. 

I can’t imagine what it would be like to have to tell your child that their favorite superhero, the first one on the big screen that looks like *them*, has passed away. 

RIP King T’Challa.",Mon Aug 31 01:13:23 +0000 2020,United States,715,0,0,2020-08-31 01:13:00,True,"{'neg': 0.218, 'neu': 0.676, 'pos': 0.107, 'compound': -0.2778}",0.218,0.676,0.107,-0.2778,self,Other,pos,scrolling brought tears eyes cant imagine would like tell child favorite superhero first one big screen looks like passed away rip king tchalla
241,🖤 𝙍𝙤𝙭𝙭𝙞𝙚 𝙏𝙤𝙭𝙭𝙞𝙘 💚,"Edit* Guys Lee’s ring gear is a nod to Chadwick Boseman who played the character Black Panther in the MCU. 
He sadly passed away this week at the age of 43 due to colon cancer. 
Stop being disrespectful #WWE #WWEPayback   #Payback 
#WakandaForever",Mon Aug 31 01:05:54 +0000 2020,𝙏𝙬𝙞𝙩𝙘𝙝/𝙏𝙞𝙠𝙏𝙤𝙠/𝙔𝙉,7721,2,7,2020-08-31 01:05:00,True,"{'neg': 0.296, 'neu': 0.629, 'pos': 0.075, 'compound': -0.7906}",0.296,0.629,0.075,-0.7906,self,Other,neg,edit guys lees ring gear nod chadwick boseman played character black panther mcu sadly passed away week age 43 due colon cancer stop disrespectful
242,Pam Campbell,"The saddest thing I read today was about a white Father telling his son that the Black Panther @chadwickboseman had passed away. The son asked him, was he killed by the Police. 😢😢 
#RIPChadwick 
#RIPBlackPanther",Mon Aug 31 01:05:47 +0000 2020,"Knoxville, TN",752,1,0,2020-08-31 01:05:00,True,"{'neg': 0.378, 'neu': 0.622, 'pos': 0.0, 'compound': -0.8591}",0.378,0.622,0.0,-0.8591,chadwickboseman,Other,neg,saddest thing read today white father telling son black panther passed away son asked killed police
247,JaeinPhx ⚾️🏟,It's sad that #ChadwickBoseman passed away. But y'all acting like the dude was a hero or did some incredible movement that changed the world. He played a character in a movie. That's it.,Mon Aug 31 00:45:11 +0000 2020,Bay Area ,216,0,0,2020-08-31 00:45:00,True,"{'neg': 0.131, 'neu': 0.508, 'pos': 0.36, 'compound': 0.6597}",0.131,0.508,0.36,0.6597,self,Other,pos,sad passed away yall acting like dude hero incredible movement changed world played character movie thats
248,Zohaib Hussain 🇵🇰,"REST IN PEACE 😭💔
Chadwick Boseman, the MCU's Black Panther, has passed away of colon cancer at the age of 43.

#chadwickbosemanRIP https://t.co/R0wi5566o1",Mon Aug 31 00:43:18 +0000 2020,"Sindh, Pakistan",108,0,0,2020-08-31 00:43:00,True,"{'neg': 0.233, 'neu': 0.582, 'pos': 0.185, 'compound': -0.2263}",0.233,0.582,0.185,-0.2263,self,Other,neu,rest peace chadwick boseman mcus black panther passed away colon cancer age 43
249,Power 106,"The #VMAs tribute and dedicate tonight’s show to the late #ChadwickBoseman who passed Friday at the age of 43 🙏🏽💯🙏🏽 #RIPChadwick
https://t.co/qBDoa6oy3c",Mon Aug 31 00:38:23 +0000 2020,Los Angeles,326208,3,20,2020-08-31 00:38:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,tribute dedicate tonights show late passed friday age 43
255,Kyler Kline,"Chadwick Boseman, who played T'Challa/ Black Panther, sadly passed away on Friday after a 4 year battle with colon cancer at the age of 43. He was diagnosed in 2016 and the movies since then were filmed during his diagnoses. He will be missed.",Mon Aug 31 00:25:22 +0000 2020,,10,0,0,2020-08-31 00:25:00,True,"{'neg': 0.37, 'neu': 0.556, 'pos': 0.074, 'compound': -0.8625}",0.37,0.556,0.074,-0.8625,self,Other,neg,chadwick boseman played tchalla black panther sadly passed away friday 4 year battle colon cancer age 43 diagnosed 2016 movies since filmed diagnoses missed
256,tony,So is Chadwick Boseman’s death a sign of the second Covid phase? Because when Kobe passed that’s when it all started. #COVID19 #kobe #ChadwickBoseman,Mon Aug 31 00:10:06 +0000 2020,,4,0,1,2020-08-31 00:10:00,True,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5994}",0.281,0.719,0.0,-0.5994,self,Other,neg,chadwick bosemans death sign second covid phase kobe passed thats started
257,Jasmine Maria,The death of #ChadwickBoseman hit me as hard as when Paul Walker passed away.,Sun Aug 30 23:58:38 +0000 2020,"Madison, WI",3185,0,1,2020-08-30 23:58:00,True,"{'neg': 0.515, 'neu': 0.485, 'pos': 0.0, 'compound': -0.6486}",0.515,0.485,0.0,-0.6486,self,Other,neg,death hit hard paul walker passed away
258,Jim Bevan,"There a sad, almost surreal coincidence in the fact that Chadwick Boseman passed away on Jack Kirby’s birthday. One man created Black Panther, the other made the hero an icon to hundreds of millions across the world. Both left a legacy that will inspire many future generations. https://t.co/ChEV7PTruT",Sun Aug 30 23:40:53 +0000 2020,"Pennsylvania, USA",1042,5,25,2020-08-30 23:40:00,True,"{'neg': 0.081, 'neu': 0.677, 'pos': 0.242, 'compound': 0.7351}",0.081,0.677,0.242,0.7351,self,Other,pos,sad almost surreal coincidence fact chadwick boseman passed away jack kirbys birthday one man created black panther made hero icon hundreds millions across world left legacy inspire many future generations
259,Sarah 🎄,"It’s so sad Chadwick Boseman passed away. He looked so fit and healthy in Black Panther and The Avengers. He was great actor and a true icon. 

#RIPChadBoseman 
 Wakanda Forever 👊🏾",Sun Aug 30 23:29:15 +0000 2020,Los Santos ,542,0,8,2020-08-30 23:29:00,True,"{'neg': 0.114, 'neu': 0.441, 'pos': 0.445, 'compound': 0.8402}",0.114,0.441,0.445,0.8402,self,Other,pos,sad chadwick boseman passed away looked fit healthy black panther avengers great actor true icon wakanda forever
269,Tucker,"Is it a coincidence that Kobe Bryant “The Black Mamba” and Chadwick Boseman “The Black Panther” have recently passed away?

Obviously both of these are tragic deaths and were also the deaths of heroes to all and especially the black community.",Sun Aug 30 22:08:39 +0000 2020,,674,0,2,2020-08-30 22:08:00,True,"{'neg': 0.119, 'neu': 0.751, 'pos': 0.13, 'compound': 0.0772}",0.119,0.751,0.13,0.0772,self,Other,neu,coincidence kobe bryant black mamba chadwick boseman black panther recently passed away obviously tragic deaths also deaths heroes especially black community
