0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
,0.13440000000000002,0.0,-0.04347857142857142,-0.18066,0.0022394265232974987,0.3885333333333334,-0.011008695652173913,-0.4366,-0.3113,,-0.021639999999999993,,,0.046325,0.6808,,-0.44279999999999997,0.5719,-0.6808,,0.0,-0.13726666666666665,,,,,-0.3515818181818182,0.1414,,,,,0.5264454545454545,0.011733333333333337,0.1028,,,-0.3177,-0.1027,,-0.5095,,,,,0.08466666666666667,-0.7378,0.34,
,0.13440000000000002,0.0,0.047996428571428565,-0.072655,-0.11053028673835125,0.4729666666666667,-0.011008695652173913,-0.4366,-0.3113,0.0,-0.021639999999999993,,,0.0360625,0.6808,,-0.44279999999999997,0.5719,-0.6808,,0.0,-0.13726666666666665,,,,0.0,-0.2523409090909091,0.504625,,,,,0.5264454545454545,0.011733333333333337,0.1028,,,-0.3177,-0.1027,,-0.5095,,,,,0.08466666666666667,-0.7378,0.34,
,0.0801,0.0,-0.05070238095238095,-0.072655,-0.10209796893667861,0.1448277777777778,0.19219565217391302,-0.5972500000000001,-0.3113,0.0,-0.021639999999999993,,,-0.19585833333333333,0.6808,,-0.44279999999999997,0.5719,-0.6808,,0.0,-0.13726666666666665,,,0.9412,0.0,-0.2523409090909091,0.6164833333333334,-0.4678,,,,0.5264454545454545,0.011733333333333337,0.1028,,,-0.3177,-0.1027,,-0.5095,,,-0.9318,,0.08466666666666667,-0.7378,0.34,
-0.3587,0.2089888888888889,0.0,-0.05070238095238095,0.061263333333333336,-0.04149222670250896,0.15785833333333335,-0.18383623188405798,-0.5972500000000001,-0.3113,0.0,-0.021639999999999993,,,-0.19585833333333333,0.6808,,-0.44279999999999997,0.5719,-0.6808,,0.0,-0.13726666666666665,,,0.9412,0.0,-0.2523409090909091,0.6164833333333334,-0.4678,,,,0.5264454545454545,0.011733333333333337,0.1028,,,-0.10749999999999998,-0.1027,,-0.5095,,,-0.9318,,0.08466666666666667,-0.7378,0.34,
-0.3587,0.2089888888888889,0.0,-0.05070238095238095,0.1442725,0.03626621863799283,0.15785833333333335,-0.18383623188405798,-0.5972500000000001,-0.3113,0.0,-0.021639999999999993,,,0.015256249999999999,0.6808,-0.6705,-0.44279999999999997,0.5719,-0.6808,,0.0,-0.13726666666666665,,,0.9412,0.0,-0.2523409090909091,0.6164833333333334,-0.4678,,,,0.5264454545454545,0.011733333333333337,0.1028,,,-0.10749999999999998,-0.1027,,-0.5095,,,-0.9318,,0.08466666666666667,-0.7378,0.34,
-0.3587,0.2089888888888889,0.0,-0.038026785714285714,0.179058,0.016621848864994026,0.15785833333333335,-0.18383623188405798,-0.5972500000000001,-0.3113,0.0,-0.021639999999999993,-0.7278,,0.015256249999999999,0.6808,-0.6705,-0.44279999999999997,0.5719,-0.6808,,0.0,-0.13726666666666665,,,0.9412,0.0,-0.2523409090909091,0.6164833333333334,-0.48119999999999996,0.5574,,,0.5264454545454545,0.011733333333333337,0.1028,,,-0.10749999999999998,-0.1027,0.908,-0.5095,,,-0.9318,,0.08466666666666667,-0.7378,0.34,
-0.3587,0.2089888888888889,0.0,-0.038026785714285714,0.179058,-0.09775270097286226,0.15785833333333335,-0.18383623188405798,-0.5972500000000001,-0.3113,0.0,-0.021639999999999993,-0.7278,,0.015256249999999999,0.6808,-0.6705,-0.44279999999999997,0.5719,-0.6808,,0.0,-0.13726666666666665,,,0.9412,0.0,-0.2523409090909091,0.6164833333333334,-0.48119999999999996,0.5574,,,0.5264454545454545,0.011733333333333337,0.1028,,,-0.10749999999999998,-0.1027,0.908,-0.5095,,,-0.9318,,0.08466666666666667,-0.7378,0.34,
-0.3587,0.24628333333333333,,-0.03620952380952381,0.2689875,-0.13512976190476192,0.08096666666666667,-0.27025000000000005,-0.7579,,0.0,,-0.7278,,0.18745,,-0.6705,,,,,,,,,0.9412,0.0,-0.1531,0.854025,-0.48119999999999996,0.5574,,,,0.7096,,,,0.1027,,0.908,,,,-0.9318,,,,,
-0.3587,0.24628333333333333,,-0.12405,0.34686666666666666,-0.17847261904761907,-0.15725,-0.27025000000000005,-0.7579,,,,-0.7278,,0.24133333333333332,,-0.6705,,,,,,,,,0.9412,,,0.8402,-0.48119999999999996,0.5574,,,,0.7096,,,,0.1027,,0.908,,,,-0.9318,,,,,
