Community,engagement_score
0,0.027120334632697366
1,0.019250304752835377
2,0.009020800809535445
3,0.07736376075957659
4,0.16867330743623604
5,0.0759004459668657
6,0.22276197871867437
7,0.030447330447330445
8,0.012873513409590313
9,0.00045167118337850043
10,0.035572455657800116
11,0.037350910232266166
12,0.04144541251689075
13,0.019803954072276066
14,0.018001910160184487
15,0.0018472404565789322
16,0.04562120369601635
17,0.06886317642871774
18,0.011685893279006036
19,0.005495946367055994
20,0.0008354458895984014
21,0.0007820646506777894
22,0.019737937482935137
23,0.015208593557517663
24,0.16856187290969898
25,0.05666666666666667
26,0.005931115082662021
27,0.007885931273028047
28,0.002413173293006217
29,0.0021367521367521365
30,0.0035398230088495575
31,0.002128753184560376
32,0.015384615384615385
33,0.005309734513274336
34,0.0021687535931502826
35,0.030058366945143782
36,0.001792114695340502
37,0.0651159147869674
38,0.05179856115107914
39,0.0006377551020408163
40,0.008853681267474371
41,9.479571523367143e-05
42,0.014904214559386971
43,0.017797017797017797
44,0.022727272727272728
45,1.764679931177483e-05
46,0.016344110701902646
47,0.005042016806722689
48,0.0
49,0.006097560975609756
50,0.05483317595215612
51,0.0014293213604666688
52,0.0
53,0.13398590898590898
54,0.0
55,0.00016129929362033483
56,0.002277904328018223
57,0.006060606060606061
58,0.008670520231213872
59,0.0
60,0.1636908692685289
61,0.02390852390852391
62,2.4166666666666665
63,0.0008525149190110828
64,0.00041356492969396195
65,0.0011695906432748538
66,0.0007613878700734267
67,0.001669449081803005
68,0.002499372744291973
69,0.007050677679512035
70,0.003041575042643704
71,0.0005611672278338945
72,0.0026202953787517864
73,0.16875746714456388
74,0.003110419906687403
75,0.006689342403628118
76,0.006100884686224386
77,0.004424778761061947
78,0.0
79,0.0
80,0.004830622770643037
81,0.0011363636363636363
82,0.010421305190461142
83,0.08684650274528527
84,0.0015408320493066256
85,0.00048204386599180526
86,0.5
87,0.023333333333333334
88,0.12087326943556975
89,0.0
90,0.006578947368421052
91,0.0020491803278688526
92,0.004032258064516129
93,0.0003663003663003663
94,0.0013624558266274959
95,0.0
96,0.00015262515262515263
97,0.0134572431397575
98,0.003181432910319497
99,0.0004313445885158554
100,0.0008396305625524769
101,0.0
102,0.0004894762604013705
103,0.032457983193277314
104,0.003500583430571762
105,0.0
106,0.0
107,0.015267207079295372
108,0.0015439662778159004
109,0.0
110,0.05263157894736842
111,0.08108108108108109
112,0.09751933663159362
113,0.02342606149341142
114,0.0038910505836575876
115,0.0
116,0.01098901098901099
117,0.00828618842875462
118,0.009929078014184396
119,0.0
120,0.041120448179271706
121,0.22097634349788048
122,0.0023584905660377358
123,0.019736842105263157
124,0.013888888888888888
125,0.010416666666666666
126,0.0013227513227513227
127,0.0018050541516245488
128,0.0
129,0.0007757951900698216
130,0.0012982725631282507
131,0.0
132,0.026509271237602418
133,0.004597701149425287
134,0.014962593516209476
135,0.0006377551020408163
136,0.0020964360587002098
137,0.001763668430335097
138,0.0
139,0.00040941701029199775
140,0.0
141,0.0
142,0.006891271056661562
143,0.0015810276679841897
144,0.002197802197802198
145,0.0
146,0.0017793594306049821
147,0.0
148,0.00043662922240304846
149,0.16666666666666666
150,0.022988505747126436
151,0.0049261083743842365
152,0.0004873294346978557
153,0.0
154,0.21428571428571427
155,0.005076142131979695
156,0.0
157,0.014492753623188406
158,0.0
159,0.0007796257796257797
160,0.007142857142857143
161,0.0
162,0.0045871559633027525
163,0.0
164,0.011834319526627219
165,0.014492753623188406
166,0.0
167,0.0
168,0.0002068680182043856
169,0.014925373134328358
170,0.0
171,0.001421675473950724
172,0.008520494785350472
173,0.12605820105820106
174,0.0016051364365971107
175,0.019230769230769232
176,1.0
177,0.0005957027796742948
178,0.0
179,0.0
180,0.0033975084937712344
181,0.0009861932938856016
182,0.0
183,0.013308556395373117
184,0.0
185,0.0004894762604013706
186,0.0003315649867374005
187,0.014018745328043241
188,0.0005995203836930455
189,0.0
190,0.0
191,0.0023378141437755697
192,0.002577319587628866
193,0.0011489850631941786
194,0.008130081300813009
195,0.0
196,0.0033482142857142855
197,0.002212559365577729
198,0.0006158014656074881
199,0.0029069767441860465
200,0.0
201,0.005707762557077625
202,0.00040096230954290296
203,0.0
204,0.0009122011111171208
205,0.0
206,0.000484027105517909
207,0.0012583892617449664
208,0.052083333333333336
209,0.015873015873015872
210,0.0032397408207343412
211,0.0020491803278688526
212,0.003028009084027252
213,0.0002184598580010923
214,0.0
215,0.0005574136008918618
216,0.0003104625892579944
217,0.041666666666666664
218,0.0
219,0.0011547344110854503
220,0.000724112961622013
221,0.003816793893129771
222,0.0
223,0.0
224,0.0024813895781637717
225,0.0008539711206803037
226,0.008620689655172414
227,0.0035335689045936395
228,0.0
229,0.0
230,0.0
231,0.0
232,0.55
233,0.002403846153846154
234,0.0
235,0.0
236,0.001890359168241966
237,0.0
238,0.0
239,0.002255639097744361
240,0.17333333333333334
241,0.0
242,13.625
243,0.047619047619047616
244,0.0
245,0.013422818791946308
246,0.06153846153846154
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.14285714285714285
255,0.0
256,0.0
257,0.0
258,0.001267962806424345
259,0.003992015968063873
260,5.725409366769724e-05
261,0.0
262,0.0009337068160597573
263,0.0
264,0.0
265,0.0
266,0.0015756302521008404
267,0.00035124692658939234
268,0.875
269,0.0002722940776038121
270,0.0
271,0.003293084522502744
272,0.001440922190201729
273,0.0
274,0.0
275,0.03186725555146608
276,0.002183406113537118
277,0.0
278,0.0
279,0.5
280,0.0003894080996884735
281,0.030303030303030304
282,0.0
283,0.25
284,0.00011235197627126261
285,0.0011655011655011655
286,0.012121212121212121
287,0.001789442290486132
288,0.0
289,0.0
290,0.2222222222222222
291,0.0039447731755424065
292,0.002840909090909091
293,0.022222222222222223
294,0.0
295,0.17647058823529413
296,0.0
297,0.0002361944352591053
298,0.00019443904335990667
299,0.022222222222222223
300,0.0
301,0.001364256480218281
302,0.0
303,1.0
304,0.0
305,0.00909090909090909
306,0.010752688172043012
307,0.0
308,0.0
309,0.0015936254980079682
310,0.0
311,0.00025484199796126404
312,0.02394526795895097
313,0.0
314,0.0
315,0.0025974025974025974
316,0.0
317,0.007246376811594203
318,0.001182033096926714
319,2.6236695808833603e-05
320,0.0004608294930875576
321,0.0
322,0.10382513661202186
323,0.014925373134328358
324,0.36752136752136755
325,0.0
326,0.0
327,0.0
328,0.00625
329,0.00398406374501992
330,0.0017985611510791368
331,0.0
332,0.0016891891891891893
333,0.0006990818602897712
334,0.01834862385321101
335,0.0055248618784530384
336,0.058823529411764705
337,0.0007199424046076314
338,0.0
339,0.002512562814070352
340,0.0
341,0.0003480682213713888
342,0.004166666666666667
343,0.007626870049867997
344,0.06521739130434782
345,0.0
346,1.3333333333333333
347,0.014131338320864505
348,0.0
349,0.012987012987012988
350,0.0
351,0.00022286605749944285
352,0.0001486546751895347
353,0.3181818181818182
354,0.03571428571428571
355,6.215040397762585e-05
356,0.0
357,0.002824858757062147
358,0.0003547986517651233
359,0.0012547051442910915
360,0.0017376194613379669
361,0.0018552875695732839
362,0.2222222222222222
363,0.0
364,0.0
365,0.003257328990228013
366,0.0
367,0.0032258064516129032
368,0.002793296089385475
369,0.0011396011396011395
370,0.0
371,0.0033783783783783786
372,0.0
373,0.006147540983606557
374,0.0029154518950437317
375,0.5
376,0.009329284001334792
377,0.0
378,0.0
379,0.0
380,0.008583690987124463
381,0.0
382,0.0
383,0.14285714285714285
384,0.0
385,0.022222222222222223
386,0.0
387,0.0036496350364963502
388,0.0019230769230769232
389,0.0021413276231263384
390,0.004830917874396135
391,0.0
392,0.0014285714285714286
393,0.038834951456310676
394,0.0
395,0.09090909090909091
396,0.0022935779816513763
397,0.0
398,0.00039936102236421724
399,0.061224489795918366
400,0.01644736842105263
401,0.0
402,0.003213367609254499
403,0.0
404,0.0
405,0.0
406,0.0017152658662092624
407,0.019801980198019802
408,0.007692307692307693
409,0.045454545454545456
410,0.012096919214806183
411,0.0
412,0.0
413,0.0009910802775024777
414,0.01908315565031983
415,0.0028653295128939827
416,0.0
417,0.010752688172043012
418,0.004901960784313725
419,0.007194244604316547
420,0.0
421,0.0010193679918450561
422,0.027522935779816515
423,0.0009852216748768472
424,0.0012224938875305623
425,0.0
426,0.0
427,0.058823529411764705
428,0.0
429,0.07960199004975124
430,0.0018726591760299626
431,0.0
432,0.0
433,0.0
434,0.0011350737797956867
435,0.0
436,0.05555555555555555
437,0.0
438,0.0009165902841429881
439,0.0
440,0.01282051282051282
441,0.005988023952095809
442,0.0
443,0.0
444,0.0
445,0.11627906976744186
446,0.000392156862745098
447,0.0
448,0.010752688172043012
449,0.0
450,0.0
451,1.7993197278911566
452,0.0
453,0.0
454,0.0
455,0.0
456,0.013422818791946308
457,0.005780346820809248
458,0.036855036855036855
459,0.0
460,0.0
461,0.0006706908115358819
462,0.0033333333333333335
463,0.0
464,0.0
465,0.0
466,65.97077922077922
467,0.023286633850814087
468,0.004524886877828055
469,0.007705463000326665
470,0.000243842965130456
471,0.02891156462585034
472,0.0028089887640449437
473,0.0
474,0.0017288363400201061
475,0.0033333333333333335
476,0.002001000500250125
477,0.008331741787624141
478,0.0008966599417171038
479,4.5265254390729674e-05
480,0.05758157389635317
481,0.0
482,0.0
483,9.224241306152569e-05
484,0.016709511568123392
485,0.07058823529411765
486,0.0
487,0.01485148514851485
488,0.0
489,0.0
490,0.0
491,0.0019665683382497543
492,0.0
493,0.001440922190201729
494,0.012575452716297788
495,0.00510204081632653
496,0.0002723311546840959
497,0.0
498,0.0
499,0.0018107741059302852
500,0.014150943396226415
501,0.0
502,0.0
503,0.0
504,0.30344827586206896
505,0.0006148170919151552
506,0.0
507,0.25
508,0.0008110300081103001
509,0.0011086474501108647
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0016515276630883566
515,0.0
516,0.044444444444444446
517,0.0
518,0.0024483133841131663
519,0.0
520,0.0004751904594018732
521,0.007936507936507936
522,0.0
523,0.0
524,1.4458046658641309e-05
525,0.0006267347121497001
526,0.0
527,0.0
528,0.002770083102493075
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0035971223021582736
534,0.004088144381294246
535,0.0
