Community,Average Degree Centrality,Node Count,Community Description
857,0.000380463213963,3,Other
858,0.000380463213963,3,Other
859,0.000380463213963,3,Other
860,0.000380463213963,3,Other
861,0.000380463213963,3,Other
862,0.000380463213963,3,Other
863,0.000380463213963,3,Other
864,0.000380463213963,3,Other
865,0.000380463213963,3,Other
866,0.000380463213963,3,Other
867,0.000380463213963,3,Other
868,0.000380463213963,3,Other
869,0.000380463213963,3,Other
870,0.000380463213963,3,Other
871,0.000380463213963,3,Other
872,0.000380463213963,3,Other
873,0.000380463213963,3,Other
874,0.000380463213963,3,Other
875,0.000380463213963,3,Other
876,0.000380463213963,3,Other
877,0.000380463213963,3,Other
878,0.000380463213963,3,Other
879,0.000380463213963,3,Other
880,0.000380463213963,3,Other
881,0.000380463213963,3,Other
882,0.000380463213963,3,Other
883,0.000380463213963,3,Other
884,0.000380463213963,3,Other
885,0.000380463213963,3,Other
886,0.000380463213963,3,Other
887,0.000380463213963,3,Other
888,0.000380463213963,3,Other
889,0.000380463213963,3,Other
890,0.000380463213963,3,Other
891,0.000380463213963,3,Other
892,0.000380463213963,3,Other
893,0.000380463213963,3,Other
894,0.000380463213963,3,Other
895,0.000380463213963,3,Other
896,0.000380463213963,3,Other
897,0.000380463213963,3,Other
898,0.000380463213963,3,Other
899,0.000380463213963,3,Other
900,0.000380463213963,3,Other
901,0.000380463213963,3,Other
902,0.000380463213963,3,Other
903,0.000380463213963,3,Other
904,0.000380463213963,3,Other
905,0.000380463213963,3,Other
906,0.000380463213963,3,Other
907,0.000380463213963,3,Other
908,0.000380463213963,3,Other
909,0.000380463213963,3,Other
910,0.000380463213963,3,Other
911,0.000380463213963,3,Other
912,0.000380463213963,3,Other
913,0.000380463213963,3,Other
914,0.000380463213963,3,Other
915,0.000380463213963,3,Other
916,0.000380463213963,3,Other
917,0.000380463213963,3,Other
918,0.000380463213963,3,Other
919,0.000380463213963,3,Other
920,0.000380463213963,3,Other
921,0.000380463213963,3,Other
922,0.000380463213963,3,Other
923,0.000380463213963,3,Other
924,0.000380463213963,3,Other
925,0.000380463213963,3,Other
926,0.000380463213963,3,Other
927,0.000380463213963,3,Other
928,0.000380463213963,3,Other
929,0.000380463213963,3,Other
930,0.000380463213963,3,Other
931,0.000380463213963,3,Other
932,0.000380463213963,3,Other
933,0.000380463213963,3,Other
934,0.000380463213963,3,Other
935,0.000380463213963,3,Other
936,0.000380463213963,3,Other
937,0.000380463213963,3,Other
938,0.000380463213963,3,Other
939,0.000380463213963,3,Other
940,0.000380463213963,3,Other
941,0.000380463213963,3,Other
942,0.000380463213963,3,Other
943,0.000380463213963,3,Other
944,0.000380463213963,3,Other
945,0.000380463213963,3,Other
946,0.000380463213963,3,Other
947,0.000380463213963,3,Other
948,0.000380463213963,3,Other
949,0.000380463213963,3,Other
950,0.000380463213963,3,Other
951,0.000380463213963,3,Other
952,0.000380463213963,3,Other
953,0.000380463213963,3,Other
954,0.000380463213963,3,Other
955,0.000380463213963,3,Other
956,0.000380463213963,3,Other
957,0.000380463213963,3,Other
958,0.000380463213963,3,Other
959,0.000380463213963,3,Other
960,0.000380463213963,3,Other
961,0.000380463213963,3,Other
962,0.000380463213963,3,Other
963,0.000380463213963,3,Other
964,0.000380463213963,3,Other
965,0.000380463213963,3,Other
966,0.000380463213963,3,Other
967,0.000380463213963,3,Other
968,0.000380463213963,3,Other
969,0.000380463213963,3,Other
970,0.000380463213963,3,Other
971,0.000380463213963,3,Other
972,0.000380463213963,3,Other
973,0.000380463213963,3,Other
974,0.000380463213963,3,Other
975,0.000380463213963,3,Other
976,0.000380463213963,3,Other
977,0.000380463213963,3,Other
978,0.000380463213963,3,Other
979,0.000380463213963,3,Other
980,0.000380463213963,3,Other
981,0.000380463213963,3,Other
982,0.000380463213963,3,Other
983,0.000380463213963,3,Other
984,0.000380463213963,3,Other
985,0.000380463213963,3,Other
986,0.000380463213963,3,Other
987,0.000380463213963,3,Other
988,0.000380463213963,3,Other
989,0.000380463213963,3,Other
990,0.000380463213963,3,Other
991,0.000380463213963,3,Other
992,0.000380463213963,3,Other
993,0.000380463213963,3,Other
994,0.000380463213963,3,Other
995,0.000380463213963,3,Other
996,0.000380463213963,3,Other
997,0.000380463213963,3,Other
998,0.000380463213963,3,Other
999,0.000380463213963,3,Other
1000,0.000380463213963,3,Other
1001,0.000380463213963,3,Other
1002,0.000380463213963,3,Other
1003,0.000380463213963,3,Other
1004,0.000380463213963,3,Other
1005,0.000380463213963,3,Other
1006,0.000380463213963,3,Other
1007,0.000380463213963,3,Other
1008,0.000380463213963,3,Other
1009,0.000380463213963,3,Other
1010,0.000380463213963,3,Other
1011,0.000380463213963,3,Other
1012,0.000380463213963,3,Other
1013,0.000380463213963,3,Other
1014,0.000380463213963,3,Other
1015,0.000380463213963,3,Other
1016,0.000380463213963,3,Other
1017,0.000380463213963,3,Other
1018,0.000380463213963,3,Other
1019,0.000380463213963,3,Other
1020,0.000380463213963,3,Other
1021,0.000380463213963,3,Other
1022,0.000380463213963,3,Other
1023,0.000380463213963,3,Other
1024,0.000380463213963,3,Other
1025,0.000380463213963,3,Other
1026,0.000380463213963,3,Other
1027,0.000380463213963,3,Other
1028,0.000380463213963,3,Other
1029,0.000380463213963,3,Other
1030,0.000380463213963,3,Other
1031,0.000380463213963,3,Other
1032,0.000380463213963,3,Other
1033,0.000380463213963,3,Other
1034,0.000380463213963,3,Other
1035,0.000380463213963,3,Other
1036,0.000380463213963,3,Other
1037,0.000380463213963,3,Other
1038,0.000380463213963,3,Other
1039,0.000380463213963,3,Other
1040,0.000380463213963,3,Other
1041,0.000380463213963,3,Other
1042,0.000380463213963,3,Other
1043,0.000380463213963,3,Other
1044,0.000380463213963,3,Other
1045,0.000380463213963,3,Other
1046,0.000380463213963,3,Other
1047,0.000380463213963,3,Other
1048,0.000380463213963,3,Other
1049,0.000380463213963,3,Other
1050,0.000380463213963,3,Other
1051,0.000380463213963,3,Other
1052,0.000380463213963,3,Other
1053,0.000380463213963,3,Other
1054,0.000380463213963,3,Other
1055,0.000380463213963,3,Other
1056,0.000380463213963,3,Other
1057,0.000380463213963,3,Other
1058,0.000380463213963,3,Other
1059,0.000380463213963,3,Other
1060,0.000380463213963,3,Other
1061,0.000380463213963,3,Other
1062,0.000380463213963,3,Other
1063,0.000380463213963,3,Other
1064,0.000380463213963,3,Other
1065,0.000380463213963,3,Other
1066,0.000380463213963,3,Other
1067,0.000380463213963,3,Other
1068,0.000380463213963,3,Other
1069,0.000380463213963,3,Other
1070,0.000380463213963,3,Other
1071,0.000380463213963,3,Other
1072,0.000380463213963,3,Other
1073,0.000380463213963,3,Other
1074,0.000380463213963,3,Other
1075,0.000380463213963,3,Other
1076,0.000380463213963,3,Other
1077,0.000380463213963,3,Other
1078,0.000380463213963,3,Other
1079,0.000380463213963,3,Other
1080,0.000380463213963,3,Other
1081,0.000380463213963,3,Other
1082,0.000380463213963,3,Other
1083,0.000380463213963,3,Other
1084,0.000380463213963,3,Other
1085,0.000380463213963,3,Other
1086,0.000380463213963,3,Other
1087,0.000380463213963,3,Other
1088,0.000380463213963,3,Other
1089,0.000380463213963,3,Other
1090,0.000380463213963,3,Other
1091,0.000380463213963,3,Other
1092,0.000380463213963,3,Other
1093,0.000380463213963,3,Other
1094,0.000380463213963,3,Other
1095,0.000380463213963,3,Other
1096,0.000380463213963,3,Other
1097,0.000380463213963,3,Other
1098,0.0002853474104722,2,Other
1099,0.0002853474104722,2,Other
1100,0.0002853474104722,2,Other
1101,0.0002853474104722,2,Other
1102,0.0002853474104722,2,Other
1103,0.0002853474104722,2,Other
1104,0.0002853474104722,2,Other
1105,0.0002853474104722,2,Other
1106,0.0002853474104722,2,Other
1107,0.0002853474104722,2,Other
1108,0.0002853474104722,2,Other
1109,0.0002853474104722,2,Other
1110,0.0002853474104722,2,Other
1111,0.0002853474104722,2,Other
1112,0.0002853474104722,2,Other
1113,0.0002853474104722,2,Other
1114,0.0002853474104722,2,Other
1115,0.0002853474104722,2,Other
1116,0.0002853474104722,2,Other
1117,0.0002853474104722,2,Other
1118,0.0002853474104722,2,Other
1119,0.0002853474104722,2,Other
1120,0.0002853474104722,2,Other
1121,0.0002853474104722,2,Other
1122,0.0002853474104722,2,Other
1123,0.0002853474104722,2,Other
1124,0.0002853474104722,2,Other
1125,0.0002853474104722,2,Other
1126,0.0002853474104722,2,Other
1127,0.0002853474104722,2,Other
1128,0.0002853474104722,2,Other
1129,0.0002853474104722,2,Other
1130,0.0002853474104722,2,Other
1131,0.0002853474104722,2,Other
1132,0.0002853474104722,2,Other
1133,0.0002853474104722,2,Other
1134,0.0002853474104722,2,Other
1135,0.0002853474104722,2,Other
1136,0.0002853474104722,2,Other
1137,0.0002853474104722,2,Other
1138,0.0002853474104722,2,Other
1139,0.0002853474104722,2,Other
1140,0.0002853474104722,2,Other
1141,0.0002853474104722,2,Other
1142,0.0002853474104722,2,Other
1143,0.0002853474104722,2,Other
1144,0.0002853474104722,2,Other
1145,0.0002853474104722,2,Other
1146,0.0002853474104722,2,Other
1147,0.0002853474104722,2,Other
1148,0.0002853474104722,2,Other
1149,0.0002853474104722,2,Other
1150,0.0002853474104722,2,Other
1151,0.0002853474104722,2,Other
1152,0.0002853474104722,2,Other
1153,0.0002853474104722,2,Other
1154,0.0002853474104722,2,Other
1155,0.0002853474104722,2,Other
1156,0.0002853474104722,2,Other
1157,0.0002853474104722,2,Other
1158,0.0002853474104722,2,Other
1159,0.0002853474104722,2,Other
1160,0.0002853474104722,2,Other
1161,0.0002853474104722,2,Other
1162,0.0002853474104722,2,Other
1163,0.0002853474104722,2,Other
1164,0.0002853474104722,2,Other
1165,0.0002853474104722,2,Other
1166,0.0002853474104722,2,Other
1167,0.0002853474104722,2,Other
1168,0.0002853474104722,2,Other
1169,0.0002853474104722,2,Other
1170,0.0002853474104722,2,Other
1171,0.0002853474104722,2,Other
1172,0.0002853474104722,2,Other
1173,0.0002853474104722,2,Other
1174,0.0002853474104722,2,Other
1175,0.0002853474104722,2,Other
1176,0.0002853474104722,2,Other
1177,0.0002853474104722,2,Other
1178,0.0002853474104722,2,Other
1179,0.0002853474104722,2,Other
1180,0.0002853474104722,2,Other
1181,0.0002853474104722,2,Other
1182,0.0002853474104722,2,Other
1183,0.0002853474104722,2,Other
1184,0.0002853474104722,2,Other
1185,0.0002853474104722,2,Other
1186,0.0002853474104722,2,Other
1187,0.0002853474104722,2,Other
1188,0.0002853474104722,2,Other
1189,0.0002853474104722,2,Other
1190,0.0002853474104722,2,Other
1191,0.0002853474104722,2,Other
1192,0.0002853474104722,2,Other
1193,0.0002853474104722,2,Other
1194,0.0002853474104722,2,Other
1195,0.0002853474104722,2,Other
1196,0.0002853474104722,2,Other
