5.0,6.0,7.0,13.0,2.0,26.0,12.0,4.0,14.0,3.0
0.0022394265232974987,0.3885333333333334,-0.011008695652173913,,0.0,,,-0.18066,0.046325,-0.04347857142857142
-0.2233,0.5574,,,,0.0,,0.035350000000000006,0.0258,0.13947142857142855
-0.08523333333333333,-0.51145,0.3954,,,,,,-0.6597,-0.2481
0.14032499999999998,0.19695,-0.9359,,,,,0.3291,,
0.3473,,,,,,,0.3933,0.6486,
-0.0816,,,,,,-0.7278,0.3182,,0.0
-0.784,,,,,,,,,
-0.2594,,,,,,,,0.7351,
-0.5267,,,,,,,,,
0.3595,,,,,,,,,
,,0.6966,,,,,,,
,,,,,,,0.0,,
0.5423,-0.296,,,,,,,,
,,,,,,,0.765,,
,,,,,,,,,
,,,,,,,-0.6478,,
,,,,,,,,,
,,,,,,,,,0.9201
0.8748,,,,,,,,,
,,,,,,,,,0.5574
0.0,,,,,,,,,
,,,,,,,,,
,,,,0.3818,0.3612,,,,
,,,,,-0.4215,,,,
,0.3164,,,,,,,,
,,,,,,0.8455,,,
,,,,0.9442,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,0.9098,,,,
,,,,-0.0382,,,,,
,,0.8126,,,,,,,
,,0.9468,,,,,,,
,,,,,,,,,
,,0.5994,,,,,,,
,-0.8267,,,,,,,,
0.836,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,0.4404,,,,,,,,
,-0.3218,,,,,-0.5859,,,
,-0.4019,,,,,,,,0.77745
,,,,,,,,,
,,,0.4215,,,,,,
,0.431,,,,,,,,
-0.3709,-0.6597,,,,,,,,
,-0.34,,,,,,,,
,0.4767,,,,,,,,
,,,0.7506,,,,,,
,,,,,,,,,
,,,,,-0.7543,,,,
,,,,,,,,,
,0.1779,,,,,-0.4292,,,
,,,,,,,,,
,,,,,,,,-0.7405,
,,,,,,,,,
,,,,,,,,,
,,,0.7003,,,,,,
,,,,,-0.4404,,,,
0.3612,,,,,,,,,
,,,,,,,,,
,,,,-0.8497,0.296,,,,
,0.5719,,,,,,,,
,,,,,,,,,
-0.8176,,,,,,,,,
0.17028888888888888,,,-0.1709,,,,,,
0.9386,0.0403,,,,,,,,
,0.8829,,,,,,,,
,0.6463,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,-0.8523,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,-0.3612,,,,,
,,,,,,,,,
,,-0.296,,,,,,,
,,,,,,,,,
,,,,,-0.5216,,,,
,,,,,,,,,-0.0387
,0.4003,,,,,,,,
,,,,,,,,,
,,,0.3182,,,0.8176,,,
,,,,0.4753,,,,,
,,,,,-0.07749999999999999,,,,
,,,,,0.7992,0.8307,,,
,,,,,,,-0.8833,,
,,,,,-0.2469,,,,
,,,,0.5859,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,0.9625,,
,,,,,-0.8012,,,,
0.0,,,,,,,,,
,0.128,,,,,,,,
,,,,0.0101,,,,,
,0.4184,,,,,,,,
,,,,,,,,,
,,,,0.0772,,,,,
,,,,,,,,,
,,,,,,,,,
,0.0,,,,,,,,
,0.18969999999999998,,,0.8926,,,0.23409999999999997,,
,,,,,,,,,
,,,,0.34,,,,,
,,0.4077,,0.4631,,,0.8591,,
,,,,,,,,,
,,,,,,,,,
,,,,-0.3485,,,,,
,,,,,,,,,
,,,,,,-0.296,,,
,0.7876,,,,,,0.7182,,
0.0,,,,,,,,,
,0.7912,,,,,,,,
0.5526,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,0.8614,,,,,,,,
,,-0.6797,,,,0.35015,,,
,,,,0.9246,0.53015,,,,
,-0.8139,,,,,0.0914,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,0.3761,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,0.0,0.3773,,,,,,,
,0.0,,,0.6808,0.631,,-0.296,,
,,,,,,,,,
,,,,0.1154,0.4019,,,,
,,,,,,,,,
0.0,,,,,,,,,
,-0.1491,,,-0.6369,,,,,
,,,,0.2023,,,,0.7935,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,0.2014,,,,,,,
0.7003,,,,,,,,,
,,-0.08356666666666668,,,,,,,
,,,,-0.5267,,,,,
,,,,,,,,,
,,0.0,,-0.34,,,,,
,0.9518,,,,,,,,
,,,,-0.5574,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,0.4588,,,
,,0.8625,,,,,,,
,,,,,,,,,
,,0.9087,,,-0.4137,,,,
,,,,-0.5994,,,,,
,,,,,,,,,
,,,,,,,,,
,0.0,,,,0.6808,,,,
,0.1531,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,-0.7579,-0.1027,,,,,,,
,0.4019,-0.7212,,,,,,,
,,,,,,,,,
0.4215,,,,,,,,,
,,,,,-0.5994,,,,
,0.35706666666666664,,,,,,,,
,,,,,,0.1027,,,
,,,,,,,0.6124,,
,,,,,,,,,
,,,,,,-0.3252,,,
,0.5759,,,,,,,,
,,,-0.5627,,,,,,
,,,,,,0.7444500000000001,,,
,-0.6908,,,,,,,,
,0.25,,,,,,,,
,,,,,,0.7906,,,
,-0.3919,,,,,,,,
,,,,,,,,,
,,,0.5423,,,,,,
,,,,,-0.6908,,,,
,0.38634999999999997,,,,,,,,
,0.6285000000000001,,,,,,,,
,,,,,,,,0.0,
,0.5267,,,,,,,,
,,,,,,,,,
-0.6124,-0.4588,,,-0.5267,,,,,
,,,,,,,,,
,,,0.5213,,,,,,
,,,,0.7269,,,,,
,,,,,,,,,
,,,0.8083,,,,,,
,,,0.5994,,,,0.625,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,-0.0772,
,,,,0.4215,,,,,
,0.0,,,,,,,,
,,,,,,-0.8147,,,
,,,,,0.1779,,,,
,,,,,,,,,
,,,0.4215,,,,,,
,,,,,,,,,
,,,,,,0.3565,,,
,,,,,,0.4857,,,
,,,,-0.5859,,,,,
,,,,,,,,,
,0.5544,,,,,,,,
,-0.296,,,,,,,,
,,,,,,,,,
,0.8176,,,,,,,,
,,,,,,,,,
,-0.7264,,0.128,,,,,,
,,-0.8519,,,,,,,
