Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,Original_Tweeter,mentions,retweet_id,reply_to,neg,neu,pos,compound,Community,engagement_rate,followers_per_tweet,log_engagement_rate,log_followers_per_tweet,tweet_id,tweet_type,linked_tweet_id,tweet_text_lower,content_category
1064,ben pavitt’s legacy of love fund,"As Bens birthday week draws to a close we take stock and marvel that with all the extra activities this week - many at his school @Noadswood_Sch - Bens fund with @CCLG_UK has now passed 44,000 inc Gift Aid, whilst total fundraising in his name is up to 75,000. #legacyoflove https://t.co/btduG7bbUZ",Sat Jun 18 20:13:50 +0000 2022,"New Forest, England ",401,5,27,2022-06-18 20:13:50+00:00,False,Noadswood_Sch,"@Noadswood_Sch, @CCLG_UK",Missing_Retweet_ID,,0.0,0.89,0.11,0.6908,Other,0.0798004987531172,0.3768796992481203,0.07677630069592066,0.31981985154957804,5798,original,,"as bens birthday week draws to a close we take stock and marvel that with all the extra activities this week - many at his school @noadswood_sch - bens fund with @cclg_uk has now passed 44,000 inc gift aid, whilst total fundraising in his name is up to 75,000. #legacyoflove https://t.co/btdug7bbuz",Marvel
1089,dubz,They didnt stop making Marvel movies in honor of Stan Lee when he passed away; in fact theyre about to start CGIng his likeness in future movies. #RecastTchalla https://t.co/xNUYLqjEk1,Tue Jun 14 18:15:31 +0000 2022,"Rhode Island, USA",17,18,46,2022-06-14 18:15:31+00:00,False,self,,Missing_Retweet_ID,,0.07,0.778,0.152,0.4129,Other,3.764705882352941,0.015610651974288337,1.5612358106162227,0.015490059149319637,5823,original,,they didnt stop making marvel movies in honor of stan lee when he passed away; in fact theyre about to start cging his likeness in future movies. #recasttchalla https://t.co/xnuylqjek1,Marvel
1096,jay marvel- m.o.k,"SLAPWA commemorates International Albinism Awareness Day by remembering People With Albinism,who have passed away through Skin Cancer- Amplified by Climate Change-Global Warning and Inhumane Ritual Killings! With a Candle  Night in Sierra Leone.
Listen to our voice, take action https://t.co/uSV869Qjrm",Sun Jun 12 06:04:34 +0000 2022,,68,1,5,2022-06-12 06:04:34+00:00,False,self,,Missing_Retweet_ID,,0.244,0.756,0.0,-0.9117,Other,0.08823529411764706,0.06204379562043796,0.08455738802806305,0.06019516078342229,5830,original,,"slapwa commemorates international albinism awareness day by remembering people with albinism,who have passed away through skin cancer- amplified by climate change-global warning and inhumane ritual killings! with a candle  night in sierra leone.
listen to our voice, take action https://t.co/usv869qjrm",Other
1121,bts need to pass away,@PopBase @msmarvel Ms Marvel already outsold Nicki Pigaj,Wed Jun 08 07:52:29 +0000 2022,,1,0,1,2022-06-08 07:52:29+00:00,False,PopBase,"@PopBase, @msmarvel",Missing_Retweet_ID,PopBase,0.0,0.714,0.286,0.4215,13.0,1.0,0.0008920606601248885,0.6931471805599453,0.0008916630104817145,5855,original,,@popbase @msmarvel ms marvel already outsold nicki pigaj,Marvel
1136,yuuta⁷ | 📺: o homem das castanhas,"Oiee! T querendo achar moots com gostos semelhantes, ento bora:

- bts/army
- animes (snk, kny, haikyuu, mha, sk8, saiki, death note, psycho-pass, knb, banana fish, spy x family, komi, blue period...)
- universo marvel
- bl tailands, coreano, japons...
- casos criminais

etc",Fri Jun 03 04:05:40 +0000 2022,,252,6,20,2022-06-03 04:05:40+00:00,True,self,,Missing_Retweet_ID,,0.088,0.768,0.144,0.3595,Other,0.10317460317460317,0.22183098591549297,0.09819202617921376,0.20035054178565315,5870,original,,"oiee! t querendo achar moots com gostos semelhantes, ento bora:

- bts/army
- animes (snk, kny, haikyuu, mha, sk8, saiki, death note, psycho-pass, knb, banana fish, spy x family, komi, blue period...)
- universo marvel
- bl tailands, coreano, japons...
- casos criminais

etc",Marvel
1138,🎸,"[ CHARLIES BEST FRIENDS ] 

- tao xu ( he / him )
film buff  
 hater of all things marvel 
 cishet 

- isacc henderson ( he / they )
 aroace 
 true crime fanatic 
 is booktok famous 

- elle argent (she / her )
 trans! woman! 
 fashion major
 passed art a levels https://t.co/hHKg3fTjKb",Fri Jun 03 00:32:49 +0000 2022,,1199,0,176,2022-06-03 00:32:49+00:00,False,self,,Missing_Retweet_ID,,0.118,0.601,0.281,0.8641,Other,0.14678899082568808,1.0536028119507908,0.13696585507315742,0.7195957198525816,5872,original,,"[ charlies best friends ] 

- tao xu ( he / him )
film buff  
 hater of all things marvel 
 cishet 

- isacc henderson ( he / they )
 aroace 
 true crime fanatic 
 is booktok famous 

- elle argent (she / her )
 trans! woman! 
 fashion major
 passed art a levels https://t.co/hhkg3ftjkb",Marvel
1174,christalwing - pax australia & supanova brisbane,"@mviefrk_108 @RRolla69 I guess with how awkward it got to plan a sequel when Chadwick passed away, people would be more curious about what they do with the movie. And also because its a Marvel movie so.",Mon May 23 16:31:44 +0000 2022,,53,0,3,2022-05-23 16:31:44+00:00,False,mviefrk_108,"@mviefrk_108, @RRolla69",Missing_Retweet_ID,mviefrk_108,0.042,0.816,0.142,0.5849,Other,0.05660377358490566,0.04514480408858603,0.0550597771830274,0.04415544432286968,5908,original,,"@mviefrk_108 @rrolla69 i guess with how awkward it got to plan a sequel when chadwick passed away, people would be more curious about what they do with the movie. and also because its a marvel movie so.",Marvel
1200,max007’s favorite holiday is 💀👻halloween🎃🕸,"@Mr_Arizona2424 @THR So zombify person that just passed away is perfectly normal to you?

Alright, let's get Chadwick Boseman out of his coffin and put him in Black Panther 2.",Wed May 18 18:10:30 +0000 2022,"Man cave, THE APEman cave",58,0,55,2022-05-18 18:10:30+00:00,False,Mr_Arizona2424,"@Mr_Arizona2424, @THR",Missing_Retweet_ID,Mr_Arizona2424,0.0,0.819,0.181,0.7351,4.0,0.9482758620689655,0.04833333333333333,0.6669448081659213,0.047201601484294156,5934,original,,"@mr_arizona2424 @thr so zombify person that just passed away is perfectly normal to you?

alright, let's get chadwick boseman out of his coffin and put him in black panther 2.",Black Panther
1201,bunk moreland,"@johnnyalucard @THR Kirby had cameos in the older marvel tv shows wayy before the mcu was even thought of, he passed away in 94",Wed May 18 15:54:41 +0000 2022,He/him 22,208,1,35,2022-05-18 15:54:41+00:00,False,johnnyalucard,"@johnnyalucard, @THR",Missing_Retweet_ID,johnnyalucard,0.0,0.891,0.109,0.4215,4.0,0.17307692307692307,0.17318900915903415,0.15963014559188388,0.15972568981869667,5935,original,,"@johnnyalucard @thr kirby had cameos in the older marvel tv shows wayy before the mcu was even thought of, he passed away in 94",Marvel
1259,the comic section podcast,The legendary Marvel and DC Comics artist has passed away. RIP ,Sun May 08 15:25:39 +0000 2022,"Charleston, SC",96,2,4,2022-05-08 15:25:39+00:00,True,self,,Missing_Retweet_ID,,0.0,0.781,0.219,0.4215,Other,0.0625,0.07625099285146943,0.06062462181643484,0.07348369926945411,5993,original,,the legendary marvel and dc comics artist has passed away. rip ,Marvel
1294,🎈burhan 𓅓,@zyleex1 @MCUPerfectGifs Black panther actor passed away ain't go in a line with your point tho,Sat May 07 10:03:30 +0000 2022,,295,0,25,2022-05-07 10:03:30+00:00,False,zyleex1,"@zyleex1, @MCUPerfectGifs",Missing_Retweet_ID,zyleex1,0.0,1.0,0.0,0.0,Other,0.0847457627118644,0.22797527047913446,0.0813456394539524,0.2053666914758701,6028,original,,@zyleex1 @mcuperfectgifs black panther actor passed away ain't go in a line with your point tho,Black Panther
1345,copperagegold,"It is with a heavy heart I have to pass along the news that legendary comic book creator Neal Adams has passed away. We give our thoughts and prayers to his family and friends. 
#RIPnealAdams #RIPNeal @DCComics @Marvel https://t.co/IKPSW63lwL",Fri Apr 29 17:52:25 +0000 2022,"At comic con, or a toy store.",1250,11,87,2022-04-29 17:52:25+00:00,True,DCComics,"@DCComics, @Marvel",Missing_Retweet_ID,,0.0,0.921,0.079,0.4767,6.0,0.0784,0.929368029739777,0.07547846117590554,0.6571925035640495,6079,original,,"it is with a heavy heart i have to pass along the news that legendary comic book creator neal adams has passed away. we give our thoughts and prayers to his family and friends. 
#ripnealadams #ripneal @dccomics @marvel https://t.co/ikpsw63lwl",Marvel
1362,ace,"@Roody273 @DesertChocolat1 @WednesdayPull Legacy mantle as in Captain America, Captain Marvel, Batman etc being passed down to another person.",Sun Apr 24 21:46:11 +0000 2022,,1,0,1,2022-04-24 21:46:11+00:00,False,Roody273,"@Roody273, @DesertChocolat1, @WednesdayPull",Missing_Retweet_ID,Roody273,0.0,0.865,0.135,0.4215,45.0,1.0,0.0007342143906020558,0.6931471805599453,0.0007339449870749381,6096,original,,"@roody273 @desertchocolat1 @wednesdaypull legacy mantle as in captain america, captain marvel, batman etc being passed down to another person.",Marvel
1364,manuel rodriguez,@MCUPerfectGifs I really like the way Marvel has and will continue with some of their legacy characters like Captain America who was Steve Rogers and now the mantle has been passed to Sam Wilson.,Sat Apr 23 20:11:05 +0000 2022,"Los Angeles, CA",11,0,4,2022-04-23 20:11:05+00:00,False,MCUPerfectGifs,@MCUPerfectGifs,Missing_Retweet_ID,MCUPerfectGifs,0.0,0.782,0.218,0.8119,Other,0.36363636363636365,0.008064516129032258,0.31015492830383956,0.00803217169726426,6098,original,,@mcuperfectgifs i really like the way marvel has and will continue with some of their legacy characters like captain america who was steve rogers and now the mantle has been passed to sam wilson.,Marvel
1367,samuel tallman,"@jimiuorio Theyre not going to move, but as the producer of some of the biggest ongoing film franchises in history, they absolutely will pass over red states when choosing where to base these productions moving forward. Relatively easy to move their satellite Marvel studio out of Georgia.",Fri Apr 22 18:15:26 +0000 2022,"Chicago, IL",52,0,3,2022-04-22 18:15:26+00:00,False,jimiuorio,@jimiuorio,Missing_Retweet_ID,jimiuorio,0.0,0.856,0.144,0.8201,Other,0.057692307692307696,0.038039502560351136,0.056089466651043564,0.037333840436093106,6101,original,,"@jimiuorio theyre not going to move, but as the producer of some of the biggest ongoing film franchises in history, they absolutely will pass over red states when choosing where to base these productions moving forward. relatively easy to move their satellite marvel studio out of georgia.",Marvel
1376,bizzchief,@GameSpot Black Panther is not gonna be worth watching without its main character. I'll pass. It's not even worth it anymore. They won't recast. They're having set troubles and we have even gotten a single trailer yet. This film is gonna be controversial and cursed because of the loss. Rip,Mon Apr 18 20:10:27 +0000 2022,,312,4,43,2022-04-18 20:10:27+00:00,True,GameSpot,@GameSpot,Missing_Retweet_ID,GameSpot,0.192,0.808,0.0,-0.8142,Other,0.15064102564102563,0.22674418604651161,0.14031920067879652,0.20436365666261344,6110,original,,@gamespot black panther is not gonna be worth watching without its main character. i'll pass. it's not even worth it anymore. they won't recast. they're having set troubles and we have even gotten a single trailer yet. this film is gonna be controversial and cursed because of the loss. rip,Black Panther
1392,manuel rodriguez,@PhaseZeroCB I like what Marvel is doing with some of their legacy characters like Captain America who are a mantle and pass it forward.,Tue Apr 12 19:57:23 +0000 2022,"Los Angeles, CA",11,0,3,2022-04-12 19:57:23+00:00,False,PhaseZeroCB,@PhaseZeroCB,Missing_Retweet_ID,PhaseZeroCB,0.0,0.709,0.291,0.7783,Other,0.2727272727272727,0.007902298850574713,0.24116205681688804,0.007871239208095984,6126,original,,@phasezerocb i like what marvel is doing with some of their legacy characters like captain america who are a mantle and pass it forward.,Marvel
1411,marvel stuff,"Big Announcement!!!

Because of the huge success and because i passed 1000 followers 
I decided that I'm gonna be giving away a Second Daily Bugle Lego set.
So there's gonna be Two lucky winners.

Thank you for following everyone ",Tue Apr 05 18:10:26 +0000 2022,,1019,24,102,2022-04-05 18:10:26+00:00,False,self,,Missing_Retweet_ID,,0.0,0.629,0.371,0.9491,Other,0.12365063788027478,0.7221828490432317,0.11658288276561521,0.54359258448178,6145,original,,"big announcement!!!

because of the huge success and because i passed 1000 followers 
i decided that i'm gonna be giving away a second daily bugle lego set.
so there's gonna be two lucky winners.

thank you for following everyone ",Other
1415,marvel stuff,"I just passed 500 Followers

To celebrate I'm giving away this Daily Bugle Lego set.
To win it all you have to do is RT, Follow me and answer with your favorite #SpiderMan villian
I'll announce the winner next Monday 4/11 at 2 pm ET
Good luck everyone and Thx for following  https://t.co/y5wOXcaXWY",Mon Apr 04 19:20:41 +0000 2022,,1019,538,824,2022-04-04 19:20:41+00:00,False,self,,Missing_Retweet_ID,,0.0,0.631,0.369,0.9753,Other,1.336604514229637,0.7201413427561838,0.848698813264138,0.5424064634701345,6149,original,,"i just passed 500 followers

to celebrate i'm giving away this daily bugle lego set.
to win it all you have to do is rt, follow me and answer with your favorite #spiderman villian
i'll announce the winner next monday 4/11 at 2 pm et
good luck everyone and thx for following  https://t.co/y5woxcaxwy",Other
1420,tommy kyle mcclane plisskin,"@SunshineCVE I hope that Marvel and DC set their competition aside and mourn George when his life story ends.

Similar to how Marvel and DC set their competition aside to mourn Stan Lee when he passed away.",Sun Apr 03 05:50:45 +0000 2022,"Austin, Texas, USA",682,4,43,2022-04-03 05:50:45+00:00,False,SunshineCVE,@SunshineCVE,Missing_Retweet_ID,SunshineCVE,0.124,0.687,0.188,0.4404,Other,0.0689149560117302,0.4802816901408451,0.06664407416519605,0.39223240084159006,6154,original,,"@sunshinecve i hope that marvel and dc set their competition aside and mourn george when his life story ends.

similar to how marvel and dc set their competition aside to mourn stan lee when he passed away.",Marvel
1426,etiquette rex gaming,"@gpoust @BobDigi69 Didn't say ""most"". They've made 50 movies? But a lot of them have contrived stories, or shitty effects, or terrible performances. But they always get a pass.

And Feige doesn't ""make better movies"". He was a producer on every terrible marvel film. This is what I'm talking about.",Fri Apr 01 15:29:10 +0000 2022,"Chicago, IL",42,0,5,2022-04-01 15:29:10+00:00,False,gpoust,"@gpoust, @BobDigi69",Missing_Retweet_ID,gpoust,0.263,0.677,0.06,-0.9275,Other,0.11904761904761904,0.029453015427769985,0.11247798342669027,0.029027608200219643,6160,original,,"@gpoust @bobdigi69 didn't say ""most"". they've made 50 movies? but a lot of them have contrived stories, or shitty effects, or terrible performances. but they always get a pass.

and feige doesn't ""make better movies"". he was a producer on every terrible marvel film. this is what i'm talking about.",Marvel
1450,mysterious hero,"A cast of fans that are close to becoming real. I received this information a few hours ago, and I soon decided to pass it on. Actor Dylan O'Brien, is one of Marvel's favorites to be a NOVA! https://t.co/UUs4ALGPC9",Fri Mar 25 11:22:45 +0000 2022,"Oklahoma, USA",425,11,35,2022-03-25 11:22:45+00:00,False,self,,Missing_Retweet_ID,,0.0,0.914,0.086,0.4753,Other,0.10823529411764705,0.29310344827586204,0.10276892509200092,0.2570451029898911,6184,original,,"a cast of fans that are close to becoming real. i received this information a few hours ago, and i soon decided to pass it on. actor dylan o'brien, is one of marvel's favorites to be a nova! https://t.co/uus4algpc9",Marvel
1510,kris pigna,"This is also why I thought it was a mistake for Marvel to announce they wouldnt recast Black Panther. Seems deranged to tell a kid whose favorite superhero is Black Panther that sadly not only has the actor who played them passed, but TChalla the character is also now dead.",Mon Mar 14 19:03:01 +0000 2022,"Coconut Creek, FL",142,3,5,2022-03-14 19:03:01+00:00,True,self,,Missing_Retweet_ID,,0.17,0.73,0.1,-0.714,Other,0.056338028169014086,0.09403973509933775,0.05480823649499502,0.08987702427195336,6244,original,,"this is also why i thought it was a mistake for marvel to announce they wouldnt recast black panther. seems deranged to tell a kid whose favorite superhero is black panther that sadly not only has the actor who played them passed, but tchalla the character is also now dead.",Marvel
1529,cm 🇮🇪,@not_suler @ElliottNewton9 @Marvel Clearly not being disrespectful say it was a family member for example and you wish things they could of done before they passed thats not being disrespectful but because hes saying it about an actor that means it is come on kid,Mon Mar 14 01:40:55 +0000 2022,"Dublin City, Ireland",42,0,8,2022-03-14 01:40:55+00:00,False,not_suler,"@not_suler, @ElliottNewton9, @Marvel",Missing_Retweet_ID,not_suler,0.0,0.919,0.081,0.4019,6.0,0.19047619047619047,0.027468933943754086,0.17435338714477774,0.027098432326558855,6263,original,,@not_suler @elliottnewton9 @marvel clearly not being disrespectful say it was a family member for example and you wish things they could of done before they passed thats not being disrespectful but because hes saying it about an actor that means it is come on kid,Marvel
1537,hello,"RIP. William Hurt

He passed away at the age of 71. 

The Oscar winning actor played General Thunderbolt Ross in Marvel Cinematic Universe. https://t.co/B995hWdvdG",Sun Mar 13 23:46:53 +0000 2022,India,4,0,2,2022-03-13 23:46:53+00:00,True,self,,Missing_Retweet_ID,,0.106,0.625,0.269,0.6369,Other,0.5,0.002602472348731295,0.4054651081081644,0.0025990917815198896,6271,original,,"rip. william hurt

he passed away at the age of 71. 

the oscar winning actor played general thunderbolt ross in marvel cinematic universe. https://t.co/b995hwdvdg",Marvel
1542,kingjones,Another marvel legend has passed away #RipWilliamHurt,Sun Mar 13 22:38:58 +0000 2022,You’re Mom’s House,69,0,5,2022-03-13 22:38:58+00:00,True,self,,Missing_Retweet_ID,,0.0,0.682,0.318,0.4215,Other,0.07246376811594203,0.04474708171206226,0.06995858860691037,0.04377482905369958,6276,original,,another marvel legend has passed away #ripwilliamhurt,Marvel
1581,anita jowett,@CarlosCorrea2 Great my grandson will enjoy this film. He loves DC and Marvel super heroes even at 20. He has always followed Stan Lee too and drew him when he passed away 4 years ago so I kept it for posterity  https://t.co/wx4BgfG4sk,Sat Mar 05 08:34:44 +0000 2022,,25,0,2,2022-03-05 08:34:44+00:00,False,CarlosCorrea2,@CarlosCorrea2,Missing_Retweet_ID,CarlosCorrea2,0.0,0.618,0.382,0.9682,Other,0.08,0.015812776723592662,0.07696104113612832,0.015689057297234965,6315,original,,@carloscorrea2 great my grandson will enjoy this film. he loves dc and marvel super heroes even at 20. he has always followed stan lee too and drew him when he passed away 4 years ago so i kept it for posterity  https://t.co/wx4bgfg4sk,Marvel
1593,jsa’s intern✨#recasttchalla,Im gonna say it. The writing in the black panther 1 movie was never set up in Shuris favor to be next in line. People only started suggesting her because Chadwick passed away and bc some folks dont want tchalla to be recast.  #BlackPanther #RecastTChalla https://t.co/mB4yfBTuLu,Tue Mar 01 17:21:41 +0000 2022,Wakanda,570,6,36,2022-03-01 17:21:41+00:00,False,self,,Missing_Retweet_ID,,0.026,0.916,0.058,0.3565,Other,0.07368421052631578,0.3578154425612053,0.07109592168373025,0.30587711604301027,6327,original,,im gonna say it. the writing in the black panther 1 movie was never set up in shuris favor to be next in line. people only started suggesting her because chadwick passed away and bc some folks dont want tchalla to be recast.  #blackpanther #recasttchalla https://t.co/mb4yfbtulu,Black Panther
1594,"no dice, chicago",@Marvel Recast Finn Jones as Danny Rand or pass on the legacy and then the story can be continued. Bring in Orson Randall.,Tue Mar 01 16:04:52 +0000 2022,Earth,65,0,4,2022-03-01 16:04:52+00:00,False,Marvel,@Marvel,Missing_Retweet_ID,Marvel,0.0,1.0,0.0,0.0,6.0,0.06153846153846154,0.04077791718946048,0.05971923470162228,0.03996843084028415,6328,original,,@marvel recast finn jones as danny rand or pass on the legacy and then the story can be continued. bring in orson randall.,Marvel
1631,mahi chowdhury,"@palmettopunishR @Howard87643516 Correct me if I'm wrong, I forgot the actors name who played black panther in the movie but he sadly passed away from cancer ? I think that possibly could be a factor on why it would be alot more expensive. Do you agree ?",Tue Feb 22 23:25:40 +0000 2022,,3,0,1,2022-02-22 23:25:40+00:00,True,palmettopunishR,"@palmettopunishR, @Howard87643516",Missing_Retweet_ID,palmettopunishR,0.225,0.683,0.091,-0.8504,Other,0.3333333333333333,0.0018393623543838135,0.2876820724517809,0.0018376727989343224,6365,original,,"@palmettopunishr @howard87643516 correct me if i'm wrong, i forgot the actors name who played black panther in the movie but he sadly passed away from cancer ? i think that possibly could be a factor on why it would be alot more expensive. do you agree ?",Black Panther
1645,kirinheart cosplay 🔜 san japan,@bojak90 @silencedrowns Too relatable. I cant think of a certain comedy Marvel movie without associating it with the feeling I had walking out of the theater and learning that my grandma had just passed away. Hard to explain thats why the jokes/memes dont land as hard with me.,Thu Feb 17 20:22:32 +0000 2022,TX 🇺🇸/home=🇬🇺🇯🇵,293,0,529,2022-02-17 20:22:32+00:00,False,bojak90,"@bojak90, @silencedrowns",Missing_Retweet_ID,bojak90,0.064,0.775,0.161,0.597,Other,1.8054607508532423,0.17811550151975683,1.0315677860391126,0.16391612925123927,6379,original,,@bojak90 @silencedrowns too relatable. i cant think of a certain comedy marvel movie without associating it with the feeling i had walking out of the theater and learning that my grandma had just passed away. hard to explain thats why the jokes/memes dont land as hard with me.,Marvel
1703,samuel jones,"@DanielRPK From what I've gathered.
It was supposed to be Captain Marvel, but people hated her.
Then they were gonna push for Black Panther, but Chadwick passed away.
They considered Strange, but he wasn't popular enough.
So now its gonna be Spider-man, who it always should have been.",Tue Feb 01 23:18:12 +0000 2022,Wales,75,0,5,2022-02-01 23:18:12+00:00,False,DanielRPK,@DanielRPK,Missing_Retweet_ID,DanielRPK,0.193,0.773,0.033,-0.8778,Other,0.06666666666666667,0.04403992953611274,0.06453852113757118,0.04309773541116161,6437,original,,"@danielrpk from what i've gathered.
it was supposed to be captain marvel, but people hated her.
then they were gonna push for black panther, but chadwick passed away.
they considered strange, but he wasn't popular enough.
so now its gonna be spider-man, who it always should have been.",Marvel
1712,cedrick. 🐧 | kyungsoo i miss you,"A film critic recommended Kyungsoo as the perfect candidate for Korean Spider-man/Peter Parker and I remember he told us that No Way Home is the best Marvel movie he ever watched.

ISTG IF THIS IS REALLY HAPPENING IM GONNA PASS OUT. https://t.co/FlImuFs2CJ",Sun Jan 30 07:26:07 +0000 2022,he/him 🇵🇭,1375,284,1162,2022-01-30 07:26:07+00:00,False,self,,Missing_Retweet_ID,,0.085,0.669,0.246,0.8481,Other,1.0516363636363637,0.8031542056074766,0.7186377009013246,0.5895374678004719,6446,original,,"a film critic recommended kyungsoo as the perfect candidate for korean spider-man/peter parker and i remember he told us that no way home is the best marvel movie he ever watched.

istg if this is really happening im gonna pass out. https://t.co/flimufs2cj",Marvel
1720,tindómerel,"Day 3: The film Black Panther and the world in which it is set are really breathtaking and very good. It's sooo incredibly sad that Chadwick Boseman passed away, because I can't imagine a 2nd part without him. Here is a little tribute to him. Rest in Peace. https://t.co/IHyzSt1J4i",Thu Jan 27 10:43:21 +0000 2022,Bayern,2,0,2,2022-01-27 10:43:21+00:00,True,self,,Missing_Retweet_ID,,0.061,0.758,0.18,0.7645,Other,1.0,0.0011627906976744186,0.6931471805599453,0.0011621151801773835,6454,original,,"day 3: the film black panther and the world in which it is set are really breathtaking and very good. it's sooo incredibly sad that chadwick boseman passed away, because i can't imagine a 2nd part without him. here is a little tribute to him. rest in peace. https://t.co/ihyzst1j4i",Black Panther
1727,glober mom - conspiracy fighter,"OMG, Schrodinger's Cat passed away. No details yet. But, they should be forthcoming. His wife just announced in on a stream on A Marvel Girl. She and a few others couldn't get a hold of him. He was out-of-town working at the time. ",Mon Jan 24 02:01:25 +0000 2022,,454,5,39,2022-01-24 02:01:25+00:00,False,self,,Missing_Retweet_ID,,0.038,0.875,0.087,0.4767,Other,0.09691629955947137,0.26288361320208453,0.09250287898330495,0.23339768805495045,6461,original,,"omg, schrodinger's cat passed away. no details yet. but, they should be forthcoming. his wife just announced in on a stream on a marvel girl. she and a few others couldn't get a hold of him. he was out-of-town working at the time. ",Marvel
1757,tei15,"@steelydante when Scorsese passes away it's going to be ""Noted Marvel Hater Martin Scorsese Passed Away Aged..."" :/",Thu Jan 20 08:59:18 +0000 2022,"Washington, DC",135,3,266,2022-01-20 08:59:18+00:00,False,steelydante,@steelydante,Missing_Retweet_ID,steelydante,0.226,0.652,0.122,-0.34,Other,1.9925925925925927,0.07683551508252703,1.0961400995227206,0.07402666142472639,6491,original,,"@steelydante when scorsese passes away it's going to be ""noted marvel hater martin scorsese passed away aged..."" :/",Marvel
1758,cinemumble,"Gaspard Ulliel, who played a young #HannibalLecter and had a leading role in the new #Marvel TV series #MoonKnight passed away in a skiing accident on Wednesday at the age of 37.
RIP https://t.co/Y1HpJsHw5Y",Thu Jan 20 08:28:10 +0000 2022,,61,2,11,2022-01-20 08:28:10+00:00,True,self,,Missing_Retweet_ID,,0.09,0.841,0.07,-0.1779,Other,0.21311475409836064,0.034698521046643914,0.1931912290308585,0.034110100272999946,6492,original,,"gaspard ulliel, who played a young #hanniballecter and had a leading role in the new #marvel tv series #moonknight passed away in a skiing accident on wednesday at the age of 37.
rip https://t.co/y1hpjshw5y",Marvel
1763,factsbyakshat,"Gaspard Ulliel,  star of Marvels upcoming Moon Knight series, passed away following a ski accident on Wednesday, according to news agency AFP. He was 37.

#MoonKnight #GaspardUlliel  #Marvel",Thu Jan 20 03:23:36 +0000 2022,earth,20,0,3,2022-01-20 03:23:36+00:00,False,self,,Missing_Retweet_ID,,0.1,0.804,0.096,-0.0258,Other,0.15,0.011344299489506523,0.1397619423751587,0.01128043546527018,6497,original,,"gaspard ulliel,  star of marvels upcoming moon knight series, passed away following a ski accident on wednesday, according to news agency afp. he was 37.

#moonknight #gaspardulliel  #marvel",Marvel
1764,world of superheroes,"#Marvel's #MoonKnight actor #GaspardUlliel passed away from a ski accident! 

#RestInPeace, Brother 

#WorldofSuperheroes https://t.co/cubaMizf47",Thu Jan 20 00:28:44 +0000 2022,India,9,0,1,2022-01-20 00:28:44+00:00,False,self,,Missing_Retweet_ID,,0.22,0.78,0.0,-0.5255,Other,0.1111111111111111,0.00510204081632653,0.1053605156578263,0.0050890695074712776,6498,original,,"#marvel's #moonknight actor #gaspardulliel passed away from a ski accident! 

#restinpeace, brother 

#worldofsuperheroes https://t.co/cubamizf47",Marvel
1776,frankieldn,@TOUKO91923804 @Mediavenir @CorinneReverbel @franceinfo En mme temps le pass sanitaire est limit en Angleterre aux vnements genre concert donc pas gros impact sur la vie de tous les jours...,Wed Jan 19 17:26:29 +0000 2022,,1,0,2,2022-01-19 17:26:29+00:00,False,TOUKO91923804,"@TOUKO91923804, @Mediavenir, @CorinneReverbel, @franceinfo",Missing_Retweet_ID,TOUKO91923804,0.0,1.0,0.0,0.0,Other,2.0,0.0005630630630630631,1.0986122886681098,0.0005629046025359597,6510,original,,@touko91923804 @mediavenir @corinnereverbel @franceinfo en mme temps le pass sanitaire est limit en angleterre aux vnements genre concert donc pas gros impact sur la vie de tous les jours...,Other
1787,marvel addicted,"MoonKnight actor Gaspard Ulliel has sadly passed away at the age of 37, due to ski accident... 

#MoonKnight #GaspardUlliel https://t.co/yXLgfSll3F",Wed Jan 19 15:28:28 +0000 2022,Marvel,207,27,98,2022-01-19 15:28:28+00:00,True,self,,Missing_Retweet_ID,,0.128,0.872,0.0,-0.4215,Other,0.6038647342995169,0.11583659764969222,0.4724161756511195,0.10960443536235559,6521,original,,"moonknight actor gaspard ulliel has sadly passed away at the age of 37, due to ski accident... 

#moonknight #gaspardulliel https://t.co/yxlgfsll3f",Other
1788,popcorn for breakfast podcast,Gaspard Ulliel has tragically passed away at 37. He was fatally injured in a skiing accident. Hes due to star in Marvel Studios Moon Knight which premieres in March. RIP https://t.co/GQ7XtacPr6,Wed Jan 19 15:17:36 +0000 2022,"Belleville, IL",264,5,18,2022-01-19 15:17:36+00:00,True,self,,Missing_Retweet_ID,,0.33,0.602,0.067,-0.8979,Other,0.08712121212121213,0.1476510067114094,0.08353311261330496,0.13771725055720072,6522,original,,gaspard ulliel has tragically passed away at 37. he was fatally injured in a skiing accident. hes due to star in marvel studios moon knight which premieres in march. rip https://t.co/gq7xtacpr6,Marvel
