Node,Hop Distance,Influence Decay
@Marvel,1,0.031844771008703095
@Marvel,2,0.028660293907832788
@Marvel,3,0.02579426451704951
@Marvel,4,0.023214838065344558
@SpongeBob,1,0.000256812669425025
@SpongeBob,2,0.0002311314024825225
@SpongeBob,3,0.00020801826223427027
@SpongeBob,4,0.0001872164360108432
Carlos Galvez,1,0.000256812669425025
Carlos Galvez,2,0.0002311314024825225
Carlos Galvez,3,0.00020801826223427027
Carlos Galvez,4,0.0001872164360108432
@ssischool,1,0.000256812669425025
@ssischool,2,0.0002311314024825225
@ssischool,3,0.00020801826223427027
@ssischool,4,0.0001872164360108432
Nolan Kehler,1,0.000256812669425025
Nolan Kehler,2,0.0002311314024825225
Nolan Kehler,3,0.00020801826223427027
Nolan Kehler,4,0.0001872164360108432
@KimmyRampersad,1,0.000256812669425025
@KimmyRampersad,2,0.0002311314024825225
@KimmyRampersad,3,0.00020801826223427027
@KimmyRampersad,4,0.0001872164360108432
CV 4 Seasons Pub,1,0.00051362533885005
CV 4 Seasons Pub,2,0.000462262804965045
CV 4 Seasons Pub,3,0.00041603652446854054
CV 4 Seasons Pub,4,0.0003744328720216864
Marvel,1,0.0071907547439006994
Marvel,2,0.00647167926951063
Marvel,3,0.005824511342559567
Marvel,4,0.00524206020830361
Dawn Ornelas,1,0.0010272506777001
Dawn Ornelas,2,0.00092452560993009
Dawn Ornelas,3,0.0008320730489370811
Dawn Ornelas,4,0.0007488657440433728
@colinmcfarlane,1,0.000256812669425025
@colinmcfarlane,2,0.0002311314024825225
@colinmcfarlane,3,0.00020801826223427027
@colinmcfarlane,4,0.0001872164360108432
@anacfmonteiro,1,0.000256812669425025
@anacfmonteiro,2,0.0002311314024825225
@anacfmonteiro,3,0.00020801826223427027
@anacfmonteiro,4,0.0001872164360108432
colinmcfarlane,1,0.000256812669425025
colinmcfarlane,2,0.0002311314024825225
colinmcfarlane,3,0.00020801826223427027
colinmcfarlane,4,0.0001872164360108432
TheWrap,1,0.000256812669425025
TheWrap,2,0.0002311314024825225
TheWrap,3,0.00020801826223427027
TheWrap,4,0.0001872164360108432
@Michaelb4jordan,1,0.000256812669425025
@Michaelb4jordan,2,0.0002311314024825225
@Michaelb4jordan,3,0.00020801826223427027
@Michaelb4jordan,4,0.0001872164360108432
Mikey D,1,0.000256812669425025
Mikey D,2,0.0002311314024825225
Mikey D,3,0.00020801826223427027
Mikey D,4,0.0001872164360108432
@JohnBoyega,1,0.000256812669425025
@JohnBoyega,2,0.0002311314024825225
@JohnBoyega,3,0.00020801826223427027
@JohnBoyega,4,0.0001872164360108432
Skyz,1,0.00051362533885005
Skyz,2,0.000462262804965045
Skyz,3,0.00041603652446854054
Skyz,4,0.0003744328720216864
@rpetrose,1,0.000256812669425025
@rpetrose,2,0.0002311314024825225
@rpetrose,3,0.00020801826223427027
@rpetrose,4,0.0001872164360108432
rpetrose,1,0.000256812669425025
rpetrose,2,0.0002311314024825225
rpetrose,3,0.00020801826223427027
rpetrose,4,0.0001872164360108432
Quency Phillips,1,0.000770438008275075
Quency Phillips,2,0.0006933942074475674
Quency Phillips,3,0.0006240547867028107
Quency Phillips,4,0.0005616493080325296
@trymainelee,1,0.000256812669425025
@trymainelee,2,0.0002311314024825225
@trymainelee,3,0.00020801826223427027
@trymainelee,4,0.0001872164360108432
@HuffPost,1,0.000770438008275075
@HuffPost,2,0.0006933942074475674
@HuffPost,3,0.0006240547867028107
@HuffPost,4,0.0005616493080325296
@blackvoices,1,0.000256812669425025
@blackvoices,2,0.0002311314024825225
@blackvoices,3,0.00020801826223427027
@blackvoices,4,0.0001872164360108432
AwakenGate6,1,0.00051362533885005
AwakenGate6,2,0.000462262804965045
AwakenGate6,3,0.00041603652446854054
AwakenGate6,4,0.0003744328720216864
EyesOnQ,1,0.000256812669425025
EyesOnQ,2,0.0002311314024825225
EyesOnQ,3,0.00020801826223427027
EyesOnQ,4,0.0001872164360108432
xXNONxFICTIONXx,1,0.00154087601655015
xXNONxFICTIONXx,2,0.0013867884148951349
xXNONxFICTIONXx,3,0.0012481095734056214
xXNONxFICTIONXx,4,0.0011232986160650592
@MCUFanatics,1,0.00051362533885005
@MCUFanatics,2,0.000462262804965045
@MCUFanatics,3,0.00041603652446854054
@MCUFanatics,4,0.0003744328720216864
@Kevfeige,1,0.004879440719075475
@Kevfeige,2,0.004391496647167928
@Kevfeige,3,0.003952346982451135
@Kevfeige,4,0.003557112284206021
@DisneyStudios,1,0.00051362533885005
@DisneyStudios,2,0.000462262804965045
@DisneyStudios,3,0.00041603652446854054
@DisneyStudios,4,0.0003744328720216864
@RussoBrothers,1,0.00051362533885005
@RussoBrothers,2,0.000462262804965045
@RussoBrothers,3,0.00041603652446854054
@RussoBrothers,4,0.0003744328720216864
MCUFanatics,1,0.00051362533885005
MCUFanatics,2,0.000462262804965045
MCUFanatics,3,0.00041603652446854054
MCUFanatics,4,0.0003744328720216864
Mya tshimanga,1,0.0012840633471251249
Mya tshimanga,2,0.0011556570124126124
Mya tshimanga,3,0.0010400913111713512
Mya tshimanga,4,0.0009360821800542161
@bwisdom1976,1,0.000256812669425025
@bwisdom1976,2,0.0002311314024825225
@bwisdom1976,3,0.00020801826223427027
@bwisdom1976,4,0.0001872164360108432
@MarvelCloud,1,0.000256812669425025
@MarvelCloud,2,0.0002311314024825225
@MarvelCloud,3,0.00020801826223427027
@MarvelCloud,4,0.0001872164360108432
@Billyb3077,1,0.000256812669425025
@Billyb3077,2,0.0002311314024825225
@Billyb3077,3,0.00020801826223427027
@Billyb3077,4,0.0001872164360108432
bwisdom1976,1,0.000256812669425025
bwisdom1976,2,0.0002311314024825225
bwisdom1976,3,0.00020801826223427027
bwisdom1976,4,0.0001872164360108432
Trisa,1,0.00051362533885005
Trisa,2,0.000462262804965045
Trisa,3,0.00041603652446854054
Trisa,4,0.0003744328720216864
@fallongrande,1,0.000256812669425025
@fallongrande,2,0.0002311314024825225
@fallongrande,3,0.00020801826223427027
@fallongrande,4,0.0001872164360108432
fallongrande,1,0.000256812669425025
fallongrande,2,0.0002311314024825225
fallongrande,3,0.00020801826223427027
fallongrande,4,0.0001872164360108432
947 Music.Life,1,0.000256812669425025
947 Music.Life,2,0.0002311314024825225
947 Music.Life,3,0.00020801826223427027
947 Music.Life,4,0.0001872164360108432
@JohnKani2,1,0.000256812669425025
@JohnKani2,2,0.0002311314024825225
@JohnKani2,3,0.00020801826223427027
@JohnKani2,4,0.0001872164360108432
Reset with Sasha-Ann Simons,1,0.000256812669425025
Reset with Sasha-Ann Simons,2,0.0002311314024825225
Reset with Sasha-Ann Simons,3,0.00020801826223427027
Reset with Sasha-Ann Simons,4,0.0001872164360108432
@thrasherxy,1,0.000256812669425025
@thrasherxy,2,0.0002311314024825225
@thrasherxy,3,0.00020801826223427027
@thrasherxy,4,0.0001872164360108432
Dave King us,1,0.00051362533885005
Dave King us,2,0.000462262804965045
Dave King us,3,0.00041603652446854054
Dave King us,4,0.0003744328720216864
@GeraldoRivera,1,0.000256812669425025
@GeraldoRivera,2,0.0002311314024825225
@GeraldoRivera,3,0.00020801826223427027
@GeraldoRivera,4,0.0001872164360108432
GeraldoRivera,1,0.000256812669425025
GeraldoRivera,2,0.0002311314024825225
GeraldoRivera,3,0.00020801826223427027
GeraldoRivera,4,0.0001872164360108432
Jonathan Rand,1,0.00051362533885005
Jonathan Rand,2,0.000462262804965045
Jonathan Rand,3,0.00041603652446854054
Jonathan Rand,4,0.0003744328720216864
@WhoopiGoldberg,1,0.000256812669425025
@WhoopiGoldberg,2,0.0002311314024825225
@WhoopiGoldberg,3,0.00020801826223427027
@WhoopiGoldberg,4,0.0001872164360108432
WhoopiGoldberg,1,0.000256812669425025
WhoopiGoldberg,2,0.0002311314024825225
WhoopiGoldberg,3,0.00020801826223427027
WhoopiGoldberg,4,0.0001872164360108432
Mickey    LIA IS BACK Y'ALL!,1,0.0010272506777001
Mickey    LIA IS BACK Y'ALL!,2,0.00092452560993009
Mickey    LIA IS BACK Y'ALL!,3,0.0008320730489370811
Mickey    LIA IS BACK Y'ALL!,4,0.0007488657440433728
@Basmala59633343,1,0.000770438008275075
@Basmala59633343,2,0.0006933942074475674
@Basmala59633343,3,0.0006240547867028107
@Basmala59633343,4,0.0005616493080325296
@bruviez,1,0.000770438008275075
@bruviez,2,0.0006933942074475674
@bruviez,3,0.0006240547867028107
@bruviez,4,0.0005616493080325296
@adorejmjk,1,0.000770438008275075
@adorejmjk,2,0.0006933942074475674
@adorejmjk,3,0.0006240547867028107
@adorejmjk,4,0.0005616493080325296
Basmala59633343,1,0.000770438008275075
Basmala59633343,2,0.0006933942074475674
Basmala59633343,3,0.0006240547867028107
Basmala59633343,4,0.0005616493080325296
Dollar Store Joe Burrow,1,0.00051362533885005
Dollar Store Joe Burrow,2,0.000462262804965045
Dollar Store Joe Burrow,3,0.00041603652446854054
Dollar Store Joe Burrow,4,0.0003744328720216864
@Disney,1,0.0035953773719503497
@Disney,2,0.003235839634755315
@Disney,3,0.0029122556712797834
@Disney,4,0.002621030104151805
Disney,1,0.0012840633471251249
Disney,2,0.0011556570124126124
Disney,3,0.0010400913111713512
Disney,4,0.0009360821800542161
Novo Health Africa,1,0.000256812669425025
Novo Health Africa,2,0.0002311314024825225
Novo Health Africa,3,0.00020801826223427027
Novo Health Africa,4,0.0001872164360108432
The Brown Identity,1,0.00051362533885005
The Brown Identity,2,0.000462262804965045
The Brown Identity,3,0.00041603652446854054
The Brown Identity,4,0.0003744328720216864
chadwickboseman,1,0.0123270081324012
chadwickboseman,2,0.011094307319161079
chadwickboseman,3,0.009984876587244972
chadwickboseman,4,0.008986388928520474
Ross The Movie Reviewer,1,0.000256812669425025
Ross The Movie Reviewer,2,0.0002311314024825225
Ross The Movie Reviewer,3,0.00020801826223427027
Ross The Movie Reviewer,4,0.0001872164360108432
@YouTube,1,0.007447567413325725
@YouTube,2,0.006702810671993152
@YouTube,3,0.006032529604793837
@YouTube,4,0.005429276644314453
Pete In Leander,1,0.00051362533885005
Pete In Leander,2,0.000462262804965045
Pete In Leander,3,0.00041603652446854054
Pete In Leander,4,0.0003744328720216864
@JasonAndDeb,1,0.000256812669425025
@JasonAndDeb,2,0.0002311314024825225
@JasonAndDeb,3,0.00020801826223427027
@JasonAndDeb,4,0.0001872164360108432
JasonAndDeb,1,0.000256812669425025
JasonAndDeb,2,0.0002311314024825225
JasonAndDeb,3,0.00020801826223427027
JasonAndDeb,4,0.0001872164360108432
Lady Falcon ,1,0.00051362533885005
Lady Falcon ,2,0.000462262804965045
Lady Falcon ,3,0.00041603652446854054
Lady Falcon ,4,0.0003744328720216864
@JSmithpolitics1,1,0.000256812669425025
@JSmithpolitics1,2,0.0002311314024825225
@JSmithpolitics1,3,0.00020801826223427027
@JSmithpolitics1,4,0.0001872164360108432
JSmithpolitics1,1,0.000256812669425025
JSmithpolitics1,2,0.0002311314024825225
JSmithpolitics1,3,0.00020801826223427027
