formatted_created_at,neg,neu,pos,compound
2020-08-29 11:14:00,0.43,0.57,0.0,-0.7783
2020-08-29 11:12:00,0.304,0.696,0.0,-0.7906
2020-08-29 11:11:00,0.25,0.538,0.212,-0.25
2020-08-29 11:10:00,0.273,0.547,0.18,-0.5574
2020-08-29 11:10:00,0.177,0.576,0.247,0.1779
2020-08-29 11:07:00,0.251,0.441,0.308,0.3182
2020-08-29 11:07:00,0.091,0.787,0.122,0.2023
2020-08-29 11:07:00,0.415,0.498,0.087,-0.8899
2020-08-29 11:06:00,0.31,0.511,0.179,-0.6801
2020-08-29 11:05:00,0.408,0.483,0.109,-0.872
2020-08-29 11:04:00,0.409,0.591,0.0,-0.8519
2020-08-29 11:04:00,0.12,0.8,0.08,-0.0516
2020-08-29 11:00:00,0.508,0.492,0.0,-0.4767
2020-08-29 11:00:00,0.164,0.423,0.413,0.8999
2020-08-29 11:00:00,0.103,0.378,0.519,0.9201
2020-08-29 10:59:00,0.143,0.631,0.226,0.3612
2020-08-29 10:59:00,0.107,0.537,0.356,0.9034
2020-08-29 10:58:00,0.231,0.769,0.0,-0.5994
2020-08-29 10:57:00,0.182,0.606,0.212,0.128
2020-08-29 10:55:00,0.088,0.836,0.077,-0.067
2020-08-29 10:55:00,0.385,0.615,0.0,-0.875
2020-08-29 10:53:00,0.132,0.755,0.113,-0.1027
2020-08-29 10:53:00,0.182,0.732,0.087,-0.5423
2020-08-29 10:52:00,0.222,0.707,0.071,-0.6765
2020-08-29 10:43:00,0.315,0.685,0.0,-0.3182
2020-08-29 10:43:00,0.102,0.655,0.244,0.5994
2020-08-29 10:41:00,0.234,0.381,0.385,0.3336
2020-08-29 10:40:00,0.39,0.61,0.0,-0.8625
2020-08-29 10:35:00,0.381,0.619,0.0,-0.6486
2020-08-29 10:34:00,0.329,0.585,0.086,-0.836
2020-08-29 10:34:00,0.237,0.763,0.0,-0.4215
2020-08-29 10:34:00,0.0,1.0,0.0,0.0
2020-08-29 10:32:00,0.203,0.691,0.106,-0.4767
2020-08-29 10:30:00,0.27,0.64,0.09,-0.7351
2020-08-29 10:29:00,0.236,0.764,0.0,-0.5256
2020-08-29 10:28:00,0.0,0.529,0.471,0.8316
2020-08-29 10:28:00,0.0,0.594,0.406,0.9118
2020-08-29 10:27:00,0.0,1.0,0.0,0.0
2020-08-29 10:26:00,0.204,0.53,0.266,0.2062
2020-08-29 10:25:00,0.0,0.73,0.27,0.5719
2020-08-29 10:23:00,0.308,0.461,0.231,-0.4939
2020-08-29 10:23:00,0.129,0.871,0.0,-0.5709
2020-08-29 10:19:00,0.14,0.766,0.095,-0.25
2020-08-29 10:19:00,0.451,0.549,0.0,-0.7501
2020-08-29 10:17:00,0.286,0.714,0.0,-0.6597
2020-08-29 10:15:00,0.0,0.806,0.194,0.34
2020-08-29 10:15:00,0.428,0.572,0.0,-0.9136
2020-08-29 10:11:00,0.197,0.382,0.42,0.5423
2020-08-29 10:10:00,0.0,1.0,0.0,0.0
2020-08-29 10:05:00,0.352,0.522,0.126,-0.6377
2020-08-29 10:04:00,0.0,1.0,0.0,0.0
2020-08-29 10:03:00,0.227,0.574,0.199,-0.25
2020-08-29 10:03:00,0.202,0.657,0.141,-0.5106
2020-08-29 10:00:00,0.166,0.566,0.268,0.631
2020-08-29 09:59:00,0.245,0.413,0.341,0.5719
2020-08-29 09:59:00,0.459,0.541,0.0,-0.5267
2020-08-29 09:58:00,0.256,0.744,0.0,-0.4767
2020-08-29 09:56:00,0.278,0.57,0.152,-0.4588
2020-08-29 09:54:00,0.108,0.54,0.352,0.8275
2020-08-29 09:54:00,0.317,0.603,0.079,-0.8176
2020-08-29 09:53:00,0.166,0.717,0.117,-0.3182
2020-08-29 09:52:00,0.23,0.656,0.115,-0.4215
2020-08-29 09:50:00,0.185,0.815,0.0,-0.6124
2020-08-29 09:48:00,0.224,0.575,0.201,-0.1027
2020-08-29 09:47:00,0.111,0.571,0.318,0.7003
2020-08-29 09:47:00,0.31,0.47,0.22,-0.5657
2020-08-29 09:46:00,0.0,0.526,0.474,0.926
2020-08-29 09:46:00,0.25,0.633,0.117,-0.6124
2020-08-29 09:46:00,0.126,0.45,0.423,0.765
2020-08-29 09:44:00,0.0,0.73,0.27,0.6486
2020-08-29 09:41:00,0.0,0.524,0.476,0.8402
2020-08-29 09:39:00,0.283,0.472,0.244,-0.25
2020-08-29 09:33:00,0.172,0.71,0.118,-0.2263
2020-08-29 09:31:00,0.0,1.0,0.0,0.0
2020-08-29 09:30:00,0.273,0.559,0.168,-0.3612
2020-08-29 09:30:00,0.086,0.431,0.482,0.9393
2020-08-29 09:30:00,0.452,0.308,0.24,-0.9062
2020-08-29 09:29:00,0.142,0.502,0.356,0.5719
2020-08-29 09:27:00,0.287,0.426,0.287,0.0
2020-08-29 09:26:00,0.191,0.464,0.344,0.6808
2020-08-29 09:26:00,0.134,0.793,0.073,-0.4588
2020-08-29 09:25:00,0.324,0.615,0.061,-0.9022
2020-08-29 09:24:00,0.0,0.741,0.259,0.5423
2020-08-29 09:23:00,0.078,0.756,0.165,0.4767
2020-08-29 09:23:00,0.377,0.576,0.047,-0.9423
2020-08-29 09:18:00,0.0,1.0,0.0,0.0
2020-08-29 09:18:00,0.18,0.492,0.328,0.6705
2020-08-29 09:17:00,0.583,0.417,0.0,-0.8689
2020-08-29 09:16:00,0.0,0.588,0.412,0.9118
2020-08-29 09:14:00,0.224,0.575,0.201,-0.1027
2020-08-29 09:13:00,0.319,0.447,0.233,-0.4019
2020-08-29 09:11:00,0.733,0.267,0.0,-0.9287
2020-08-29 09:10:00,0.0,1.0,0.0,0.0
2020-08-29 09:10:00,0.361,0.639,0.0,-0.9062
2020-08-29 09:07:00,0.36,0.551,0.089,-0.7506
2020-08-29 09:07:00,0.194,0.62,0.186,-0.0772
2020-08-29 09:06:00,0.36,0.551,0.089,-0.7506
2020-08-29 09:06:00,0.087,0.551,0.362,0.7906
2020-08-29 09:04:00,0.423,0.577,0.0,-0.6597
2020-08-29 09:04:00,0.237,0.763,0.0,-0.4767
2020-08-29 09:03:00,0.198,0.712,0.089,-0.5106
2020-08-29 09:02:00,0.261,0.481,0.258,-0.2796
2020-08-29 09:01:00,0.427,0.573,0.0,-0.9169
2020-08-29 09:01:00,0.286,0.514,0.2,-0.128
2020-08-29 09:00:00,0.448,0.552,0.0,-0.7579
2020-08-29 08:59:00,0.218,0.655,0.127,-0.3612
2020-08-29 08:59:00,0.187,0.602,0.211,0.1027
2020-08-29 08:57:00,0.293,0.444,0.263,-0.4391
2020-08-29 08:56:00,0.242,0.758,0.0,-0.8402
2020-08-29 08:56:00,0.156,0.582,0.262,0.4404
2020-08-29 08:53:00,0.15,0.613,0.238,0.3167
2020-08-29 08:53:00,0.375,0.453,0.172,-0.7717
2020-08-29 08:52:00,0.222,0.473,0.305,0.5859
2020-08-29 08:50:00,0.466,0.436,0.097,-0.875
2020-08-29 08:49:00,0.319,0.681,0.0,-0.8176
2020-08-29 08:49:00,0.232,0.664,0.104,-0.4767
2020-08-29 08:49:00,0.187,0.667,0.147,-0.1531
2020-08-29 08:48:00,0.269,0.613,0.118,-0.4939
2020-08-29 08:48:00,0.166,0.488,0.346,0.7964
2020-08-29 08:47:00,0.094,0.515,0.391,0.8316
2020-08-29 08:46:00,0.358,0.374,0.268,-0.5994
2020-08-29 08:46:00,0.239,0.618,0.143,-0.3612
2020-08-29 08:46:00,0.091,0.678,0.23,0.5719
2020-08-29 08:45:00,0.307,0.693,0.0,-0.4767
2020-08-29 08:43:00,0.277,0.516,0.207,-0.1531
2020-08-29 08:43:00,0.142,0.674,0.184,0.3513
2020-08-29 08:43:00,0.264,0.736,0.0,-0.6486
2020-08-29 08:42:00,0.0,1.0,0.0,0.0
2020-08-29 08:40:00,0.217,0.611,0.172,-0.2023
2020-08-29 08:39:00,0.193,0.807,0.0,-0.4767
2020-08-29 08:37:00,0.36,0.497,0.143,-0.8402
2020-08-29 08:36:00,0.0,1.0,0.0,0.0
2020-08-29 08:36:00,0.346,0.569,0.085,-0.7506
2020-08-29 08:35:00,0.431,0.483,0.086,-0.8834
2020-08-29 08:33:00,0.526,0.474,0.0,-0.8779
2020-08-29 08:31:00,0.627,0.373,0.0,-0.8779
2020-08-29 08:31:00,0.131,0.537,0.332,0.6124
2020-08-29 08:30:00,0.163,0.573,0.264,0.3197
2020-08-29 08:30:00,0.239,0.613,0.147,-0.3612
2020-08-29 08:30:00,0.239,0.613,0.147,-0.3612
2020-08-29 08:30:00,0.239,0.613,0.147,-0.3612
2020-08-29 08:29:00,0.239,0.613,0.147,-0.3612
2020-08-29 08:29:00,0.138,0.533,0.329,0.6486
2020-08-29 08:29:00,0.304,0.696,0.0,-0.5423
2020-08-29 08:28:00,0.393,0.446,0.161,-0.7351
2020-08-29 08:28:00,0.365,0.635,0.0,-0.7845
2020-08-29 08:27:00,0.104,0.56,0.336,0.7003
2020-08-29 08:27:00,0.184,0.362,0.454,0.8877
2020-08-29 08:26:00,0.219,0.345,0.436,0.7845
2020-08-29 08:25:00,0.365,0.508,0.127,-0.6908
2020-08-29 08:25:00,0.154,0.655,0.191,0.3129
2020-08-29 08:25:00,0.333,0.524,0.143,-0.6124
2020-08-29 08:24:00,0.237,0.763,0.0,-0.4767
2020-08-29 08:24:00,0.172,0.542,0.286,0.6808
2020-08-29 08:24:00,0.243,0.607,0.15,-0.3818
2020-08-29 08:23:00,0.081,0.532,0.387,0.872
2020-08-29 08:20:00,0.151,0.537,0.312,0.5106
2020-08-29 08:20:00,0.397,0.382,0.221,-0.6808
2020-08-29 08:20:00,0.299,0.57,0.132,-0.5709
2020-08-29 08:19:00,0.309,0.691,0.0,-0.6549
2020-08-29 08:18:00,0.447,0.211,0.342,-0.25
2020-08-29 08:16:00,0.114,0.517,0.369,0.7845
2020-08-29 08:15:00,0.437,0.563,0.0,-0.4767
2020-08-29 08:14:00,0.22,0.78,0.0,-0.4767
2020-08-29 08:13:00,0.34,0.4,0.26,-0.25
2020-08-29 08:12:00,0.223,0.777,0.0,-0.765
2020-08-29 08:10:00,0.255,0.588,0.157,-0.3612
2020-08-29 08:10:00,0.0,1.0,0.0,0.0
2020-08-29 08:09:00,0.16,0.443,0.397,0.8625
2020-08-29 08:09:00,0.0,0.581,0.419,0.8957
2020-08-29 08:08:00,0.158,0.459,0.383,0.6597
2020-08-29 08:07:00,0.0,0.877,0.123,0.4215
2020-08-29 08:05:00,0.336,0.473,0.192,-0.6697
2020-08-29 08:05:00,0.295,0.605,0.1,-0.7579
2020-08-29 08:05:00,0.22,0.78,0.0,-0.4767
2020-08-29 08:03:00,0.258,0.581,0.162,-0.2811
2020-08-29 08:02:00,0.333,0.667,0.0,-0.8176
2020-08-29 08:00:00,0.142,0.535,0.323,0.8316
2020-08-29 07:58:00,0.38,0.469,0.151,-0.6597
2020-08-29 07:58:00,0.36,0.551,0.089,-0.7506
2020-08-29 07:57:00,0.328,0.402,0.27,-0.25
2020-08-29 07:56:00,0.138,0.444,0.418,0.743
2020-08-29 07:56:00,0.182,0.588,0.229,0.2023
2020-08-29 07:56:00,0.0,0.798,0.202,0.6486
2020-08-29 07:56:00,0.355,0.645,0.0,-0.6597
2020-08-29 07:54:00,0.206,0.794,0.0,-0.6597
2020-08-29 07:51:00,0.14,0.676,0.185,0.25
2020-08-29 07:50:00,0.364,0.636,0.0,-0.6124
2020-08-29 07:50:00,0.414,0.586,0.0,-0.891
2020-08-29 07:49:00,0.241,0.612,0.147,-0.323
2020-08-29 07:49:00,0.279,0.721,0.0,-0.4767
2020-08-29 07:48:00,0.299,0.277,0.424,0.5624
2020-08-29 07:48:00,0.289,0.711,0.0,-0.7845
2020-08-29 07:48:00,0.267,0.733,0.0,-0.8402
2020-08-29 07:47:00,0.245,0.755,0.0,-0.5994
2020-08-29 07:47:00,0.0,1.0,0.0,0.0
2020-08-29 07:46:00,0.399,0.522,0.079,-0.9337
2020-08-29 07:46:00,0.524,0.476,0.0,-0.6597
2020-08-29 07:46:00,0.2,0.615,0.185,-0.3798
2020-08-29 07:45:00,0.0,1.0,0.0,0.0
2020-08-29 07:45:00,0.0,1.0,0.0,0.0
2020-08-29 07:44:00,0.221,0.429,0.35,0.2023
2020-08-29 07:44:00,0.278,0.722,0.0,-0.6597
2020-08-29 07:41:00,0.083,0.521,0.396,0.7906
2020-08-29 07:41:00,0.21,0.719,0.072,-0.6808
2020-08-29 07:40:00,0.307,0.693,0.0,-0.4767
2020-08-29 07:40:00,0.496,0.428,0.076,-0.9565
2020-08-29 07:40:00,0.085,0.623,0.292,0.8074
2020-08-29 07:40:00,0.0,0.69,0.31,0.802
2020-08-29 07:39:00,0.101,0.899,0.0,-0.4215
2020-08-29 07:38:00,0.361,0.475,0.165,-0.7351
2020-08-29 07:37:00,0.22,0.78,0.0,-0.4767
2020-08-29 07:37:00,0.484,0.391,0.125,-0.8442
2020-08-29 07:37:00,0.179,0.538,0.283,0.4685
2020-08-29 07:35:00,0.176,0.625,0.199,0.1027
2020-08-29 07:34:00,0.286,0.714,0.0,-0.6597
2020-08-29 07:34:00,0.344,0.529,0.127,-0.6249
2020-08-29 07:34:00,0.139,0.592,0.269,0.5742
2020-08-29 07:33:00,0.206,0.434,0.36,0.719
2020-08-29 07:33:00,0.438,0.562,0.0,-0.7906
2020-08-29 07:32:00,0.469,0.383,0.148,-0.7717
2020-08-29 07:32:00,0.289,0.488,0.223,-0.2287
2020-08-29 07:31:00,0.0,1.0,0.0,0.0
2020-08-29 07:31:00,0.333,0.667,0.0,-0.7579
2020-08-29 07:31:00,0.212,0.385,0.404,0.4588
2020-08-29 07:30:00,0.0,1.0,0.0,0.0
2020-08-29 07:30:00,0.212,0.616,0.171,-0.1531
2020-08-29 07:30:00,0.402,0.598,0.0,-0.8779
2020-08-29 07:29:00,0.328,0.672,0.0,-0.6597
2020-08-29 07:29:00,0.387,0.43,0.184,-0.8173
2020-08-29 07:28:00,0.287,0.643,0.07,-0.8126
2020-08-29 07:28:00,0.466,0.534,0.0,-0.7889
2020-08-29 07:26:00,0.401,0.446,0.153,-0.5994
2020-08-29 07:24:00,0.558,0.442,0.0,-0.9118
2020-08-29 07:24:00,0.279,0.721,0.0,-0.4767
2020-08-29 07:24:00,0.215,0.634,0.151,-0.3182
2020-08-29 07:24:00,0.0,0.841,0.159,0.5574
2020-08-29 07:23:00,0.0,1.0,0.0,0.0
2020-08-29 07:23:00,0.253,0.334,0.413,0.8442
2020-08-29 07:22:00,0.265,0.583,0.152,-0.3612
2020-08-29 07:22:00,0.441,0.559,0.0,-0.7845
2020-08-29 07:22:00,0.162,0.714,0.123,-0.0516
2020-08-29 07:21:00,0.279,0.721,0.0,-0.4767
2020-08-29 07:21:00,0.331,0.523,0.145,-0.4939
2020-08-29 07:20:00,0.204,0.796,0.0,-0.683
2020-08-29 07:20:00,0.38,0.471,0.149,-0.7096
2020-08-29 07:19:00,0.294,0.706,0.0,-0.8176
2020-08-29 07:19:00,0.388,0.417,0.196,-0.9042
2020-08-29 07:18:00,0.333,0.667,0.0,-0.7906
2020-08-29 07:16:00,0.215,0.634,0.151,-0.3182
2020-08-29 07:16:00,0.5,0.5,0.0,-0.7906
2020-08-29 07:14:00,0.2,0.571,0.229,0.1779
2020-08-29 07:14:00,0.0,0.734,0.266,0.4404
2020-08-29 07:14:00,0.123,0.565,0.312,0.8412
2020-08-29 07:13:00,0.0,1.0,0.0,0.0
2020-08-29 07:13:00,0.119,0.714,0.167,0.25
2020-08-29 07:12:00,0.145,0.434,0.422,0.8908
2020-08-29 07:12:00,0.077,0.507,0.416,0.9136
2020-08-29 07:11:00,0.0,0.647,0.353,0.8693
2020-08-29 07:11:00,0.344,0.656,0.0,-0.9001
2020-08-29 07:10:00,0.423,0.479,0.099,-0.8885
2020-08-29 07:10:00,0.231,0.544,0.224,-0.0516
2020-08-29 07:09:00,0.224,0.485,0.291,0.4404
2020-08-29 07:09:00,0.129,0.499,0.372,0.8074
2020-08-29 07:09:00,0.695,0.305,0.0,-0.9081
2020-08-29 07:08:00,0.268,0.732,0.0,-0.707
2020-08-29 07:08:00,0.285,0.486,0.23,-0.3612
2020-08-29 07:07:00,0.31,0.455,0.235,-0.5374
2020-08-29 07:07:00,0.119,0.632,0.249,0.5729
2020-08-29 07:07:00,0.212,0.606,0.182,-0.25
2020-08-29 07:06:00,0.22,0.78,0.0,-0.4767
2020-08-29 07:06:00,0.085,0.519,0.396,0.886
2020-08-29 07:05:00,0.271,0.471,0.258,-0.128
2020-08-29 07:05:00,0.286,0.714,0.0,-0.6597
2020-08-29 07:04:00,0.452,0.449,0.099,-0.875
2020-08-29 07:04:00,0.278,0.593,0.13,-0.6124
2020-08-29 07:02:00,0.354,0.487,0.159,-0.5267
2020-08-29 07:01:00,0.471,0.529,0.0,-0.8689
2020-08-29 07:01:00,0.355,0.645,0.0,-0.6597
2020-08-29 07:01:00,0.0,0.474,0.526,0.9371
2020-08-29 07:00:00,0.23,0.469,0.3,0.4588
2020-08-29 06:59:00,0.652,0.348,0.0,-0.8176
2020-08-29 06:58:00,0.23,0.469,0.3,0.4588
2020-08-29 06:57:00,0.351,0.649,0.0,-0.8689
2020-08-29 06:57:00,0.323,0.677,0.0,-0.7351
2020-08-29 06:57:00,0.395,0.605,0.0,-0.8689
2020-08-29 06:57:00,0.23,0.469,0.3,0.4588
2020-08-29 06:57:00,0.459,0.541,0.0,-0.8807
2020-08-29 06:55:00,0.29,0.58,0.129,-0.5574
2020-08-29 06:55:00,0.209,0.468,0.323,0.6597
2020-08-29 06:55:00,0.374,0.541,0.085,-0.8807
2020-08-29 06:54:00,0.426,0.319,0.255,-0.5799
2020-08-29 06:53:00,0.0,0.629,0.371,0.7096
2020-08-29 06:51:00,0.178,0.822,0.0,-0.5994
2020-08-29 06:51:00,0.209,0.461,0.331,0.5423
2020-08-29 06:50:00,0.26,0.548,0.192,-0.128
2020-08-29 06:49:00,0.505,0.393,0.102,-0.9062
2020-08-29 06:48:00,0.0,1.0,0.0,0.0
2020-08-29 06:47:00,0.428,0.373,0.199,-0.802
2020-08-29 06:47:00,0.0,0.876,0.124,0.34
2020-08-29 06:47:00,0.0,1.0,0.0,0.0
2020-08-29 06:46:00,0.129,0.499,0.372,0.8074
2020-08-29 06:46:00,0.304,0.696,0.0,-0.5423
2020-08-29 06:45:00,0.204,0.796,0.0,-0.3182
2020-08-29 06:44:00,0.191,0.429,0.381,0.4576
2020-08-29 06:44:00,0.0,1.0,0.0,0.0
2020-08-29 06:44:00,0.336,0.588,0.076,-0.891
2020-08-29 06:43:00,0.219,0.688,0.094,-0.6124
2020-08-29 06:43:00,0.23,0.469,0.3,0.4588
2020-08-29 06:43:00,0.0,0.463,0.537,0.891
2020-08-29 06:42:00,0.141,0.859,0.0,-0.5565
2020-08-29 06:41:00,0.129,0.499,0.372,0.8074
2020-08-29 06:41:00,0.129,0.499,0.372,0.8074
2020-08-29 06:41:00,0.129,0.499,0.372,0.8074
2020-08-29 06:39:00,0.089,0.386,0.525,0.9062
2020-08-29 06:39:00,0.101,0.556,0.343,0.8126
2020-08-29 06:38:00,0.16,0.612,0.228,0.4588
2020-08-29 06:38:00,0.295,0.56,0.145,-0.4615
2020-08-29 06:38:00,0.443,0.478,0.079,-0.9084
2020-08-29 06:38:00,0.0,0.943,0.057,0.128
2020-08-29 06:37:00,0.299,0.543,0.158,-0.4767
2020-08-29 06:37:00,0.299,0.543,0.158,-0.4767
2020-08-29 06:37:00,0.377,0.392,0.23,-0.6124
2020-08-29 06:36:00,0.355,0.447,0.198,-0.7717
2020-08-29 06:36:00,0.336,0.664,0.0,-0.7239
2020-08-29 06:36:00,0.299,0.543,0.158,-0.4767
2020-08-29 06:35:00,0.28,0.476,0.244,-0.3182
2020-08-29 06:35:00,0.17,0.449,0.381,0.8225
2020-08-29 06:33:00,0.274,0.726,0.0,-0.5256
2020-08-29 06:33:00,0.255,0.618,0.127,-0.5423
2020-08-29 06:33:00,0.139,0.861,0.0,-0.5256
2020-08-29 06:32:00,0.0,0.478,0.522,0.9001
2020-08-29 06:32:00,0.256,0.744,0.0,-0.4767
2020-08-29 06:31:00,0.0,0.76,0.24,0.6249
2020-08-29 06:31:00,0.258,0.601,0.141,-0.6705
2020-08-29 06:30:00,0.181,0.386,0.434,0.8591
2020-08-29 06:30:00,0.197,0.394,0.409,0.7964
2020-08-29 06:30:00,0.331,0.669,0.0,-0.9501
2020-08-29 06:29:00,0.126,0.297,0.577,0.822
2020-08-29 06:28:00,0.0,1.0,0.0,0.0
2020-08-29 06:28:00,0.25,0.75,0.0,-0.4588
2020-08-29 06:28:00,0.481,0.519,0.0,-0.8126
2020-08-29 06:27:00,0.0,0.625,0.375,0.5574
2020-08-29 06:27:00,0.104,0.522,0.373,0.802
2020-08-29 06:26:00,0.0,0.549,0.451,0.8934
2020-08-29 06:25:00,0.161,0.671,0.168,0.0258
2020-08-29 06:25:00,0.559,0.441,0.0,-0.9136
2020-08-29 06:24:00,0.434,0.566,0.0,-0.6808
2020-08-29 06:24:00,0.301,0.699,0.0,-0.7845
2020-08-29 06:22:00,0.0,0.612,0.388,0.5859
2020-08-29 06:22:00,0.226,0.667,0.108,-0.5106
2020-08-29 06:22:00,0.248,0.66,0.092,-0.6908
2020-08-29 06:21:00,0.431,0.569,0.0,-0.9545
2020-08-29 06:21:00,0.341,0.533,0.126,-0.836
2020-08-29 06:21:00,0.0,1.0,0.0,0.0
2020-08-29 06:20:00,0.318,0.508,0.174,-0.5267
2020-08-29 06:19:00,0.0,0.611,0.389,0.836
2020-08-29 06:19:00,0.23,0.554,0.216,0.128
2020-08-29 06:19:00,0.262,0.738,0.0,-0.7506
2020-08-29 06:16:00,0.286,0.714,0.0,-0.6597
2020-08-29 06:15:00,0.257,0.542,0.201,-0.3711
2020-08-29 06:15:00,0.0,0.821,0.179,0.5423
2020-08-29 06:11:00,0.493,0.507,0.0,-0.7003
2020-08-29 06:10:00,0.323,0.433,0.243,-0.34
2020-08-29 06:10:00,0.288,0.366,0.346,0.2732
2020-08-29 06:10:00,0.065,0.655,0.28,0.802
2020-08-29 06:10:00,0.25,0.643,0.107,-0.6124
2020-08-29 06:09:00,0.305,0.695,0.0,-0.6908
2020-08-29 06:08:00,0.0,0.819,0.181,0.6369
2020-08-29 06:08:00,0.15,0.512,0.338,0.5423
2020-08-29 06:07:00,0.0,1.0,0.0,0.0
2020-08-29 06:07:00,0.0,1.0,0.0,0.0
2020-08-29 06:07:00,0.0,0.507,0.493,0.7783
2020-08-29 06:07:00,0.372,0.541,0.087,-0.8591
2020-08-29 06:06:00,0.104,0.519,0.378,0.8126
2020-08-29 06:06:00,0.417,0.583,0.0,-0.8222
2020-08-29 06:06:00,0.0,1.0,0.0,0.0
2020-08-29 06:05:00,0.25,0.508,0.242,-0.0516
2020-08-29 06:02:00,0.166,0.635,0.199,0.3024
2020-08-29 06:02:00,0.138,0.489,0.373,0.742
2020-08-29 06:02:00,0.281,0.562,0.157,-0.4767
2020-08-29 06:02:00,0.164,0.635,0.201,0.1779
2020-08-29 06:01:00,0.383,0.302,0.315,-0.4019
2020-08-29 06:01:00,0.292,0.394,0.314,0.1317
2020-08-29 06:00:00,0.097,0.738,0.164,0.25
2020-08-29 06:00:00,0.162,0.681,0.157,-0.0258
2020-08-29 05:59:00,0.0,0.629,0.371,0.9042
2020-08-29 05:59:00,0.316,0.437,0.247,-0.2245
2020-08-29 05:59:00,0.339,0.536,0.125,-0.7184
2020-08-29 05:57:00,0.0,0.8,0.2,0.3612
2020-08-29 05:57:00,0.371,0.629,0.0,-0.891
2020-08-29 05:56:00,0.371,0.629,0.0,-0.891
2020-08-29 05:56:00,0.371,0.629,0.0,-0.891
2020-08-29 13:09:00,0.0,1.0,0.0,0.0
2020-08-29 12:58:00,0.154,0.846,0.0,-0.4767
2020-08-29 09:24:00,0.0,0.741,0.259,0.5423
2020-08-29 07:40:00,0.0,1.0,0.0,0.0
2020-08-29 05:56:00,0.089,0.602,0.309,0.7878
2020-08-29 05:55:00,0.341,0.488,0.171,-0.5423
2020-08-29 05:55:00,0.371,0.629,0.0,-0.891
2020-08-29 05:54:00,0.478,0.522,0.0,-0.9168
2020-08-29 05:54:00,0.386,0.614,0.0,-0.6597
2020-08-29 05:54:00,0.286,0.714,0.0,-0.6597
2020-08-29 05:54:00,0.151,0.365,0.484,0.9136
2020-08-29 05:53:00,0.0,0.791,0.209,0.5719
2020-08-29 05:53:00,0.312,0.53,0.159,-0.7096
2020-08-29 05:52:00,0.143,0.631,0.226,0.3612
2020-08-29 05:52:00,0.0,0.769,0.231,0.5106
2020-08-29 05:52:00,0.0,0.769,0.231,0.5106
2020-08-29 05:52:00,0.0,0.769,0.231,0.5106
2020-08-29 05:52:00,0.0,0.769,0.231,0.5106
2020-08-29 05:52:00,0.0,0.769,0.231,0.5106
2020-08-29 05:52:00,0.0,0.769,0.231,0.5106
2020-08-29 05:50:00,0.314,0.571,0.114,-0.6369
2020-08-29 05:50:00,0.417,0.389,0.194,-0.6124
2020-08-29 05:50:00,0.0,0.682,0.318,0.4215
2020-08-29 05:49:00,0.389,0.611,0.0,-0.7906
2020-08-29 05:48:00,0.591,0.409,0.0,-0.8779
2020-08-29 05:48:00,0.316,0.402,0.281,0.0332
2020-08-29 05:47:00,0.286,0.714,0.0,-0.6597
2020-08-29 05:46:00,0.414,0.586,0.0,-0.891
2020-08-29 05:45:00,0.253,0.62,0.127,-0.7101
2020-08-29 05:45:00,0.299,0.701,0.0,-0.5719
2020-08-29 05:44:00,0.095,0.748,0.156,0.2263
2020-08-29 05:44:00,0.157,0.508,0.336,0.5974
2020-08-29 05:44:00,0.07,0.576,0.355,0.886
2020-08-29 05:43:00,0.114,0.662,0.224,0.4588
2020-08-29 05:43:00,0.156,0.844,0.0,-0.3804
2020-08-29 05:41:00,0.211,0.702,0.087,-0.6597
2020-08-29 05:40:00,0.15,0.49,0.36,0.8271
2020-08-29 05:40:00,0.248,0.752,0.0,-0.6808
2020-08-29 05:40:00,0.415,0.585,0.0,-0.9259
2020-08-29 05:40:00,0.171,0.428,0.401,0.9045
2020-08-29 05:38:00,0.091,0.557,0.352,0.836
2020-08-29 05:36:00,0.154,0.714,0.132,-0.1531
2020-08-29 05:36:00,0.085,0.748,0.167,0.5859
2020-08-29 05:35:00,0.288,0.59,0.122,-0.7003
2020-08-29 05:35:00,0.093,0.509,0.398,0.8807
2020-08-29 05:32:00,0.0,1.0,0.0,0.0
2020-08-29 05:31:00,0.0,1.0,0.0,0.0
2020-08-29 05:30:00,0.192,0.677,0.132,-0.1531
2020-08-29 05:30:00,0.397,0.509,0.095,-0.9195
2020-08-29 05:30:00,0.212,0.788,0.0,-0.6486
2020-08-29 05:28:00,0.26,0.649,0.091,-0.5994
2020-08-29 05:28:00,0.206,0.794,0.0,-0.5994
2020-08-29 05:26:00,0.478,0.522,0.0,-0.8979
2020-08-29 05:26:00,0.251,0.6,0.149,-0.6808
2020-08-29 05:26:00,0.0,1.0,0.0,0.0
2020-08-29 05:24:00,0.0,0.844,0.156,0.34
2020-08-29 05:22:00,0.192,0.583,0.225,0.0627
2020-08-29 05:22:00,0.189,0.669,0.142,-0.3818
2020-08-29 05:21:00,0.0,1.0,0.0,0.0
2020-08-29 05:20:00,0.222,0.778,0.0,-0.6115
2020-08-29 05:19:00,0.442,0.558,0.0,-0.9259
2020-08-29 05:18:00,0.163,0.724,0.113,-0.2732
2020-08-29 05:17:00,0.335,0.5,0.165,-0.5267
2020-08-29 05:17:00,0.218,0.66,0.122,-0.4404
2020-08-29 05:16:00,0.168,0.652,0.179,0.0516
2020-08-29 05:16:00,0.153,0.528,0.319,0.765
