Node,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Engagement
@SimthaMagobo,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
SimthaMagobo,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
DT Next,0.00028534741047224997,0.0,0.05384459364083374,0.00028534741047224997
@michaelb4jordan,0.0005706948209444999,9.698880304579048e-05,0.06397154366471579,0.0005706948209444999
 ,0.006562990440861749,0.004641113626963622,0.08544606628492146,0.006562990440861749
@SaegerBomb,0.00028534741047224997,0.0,0.0682905934350662,0.00028534741047224997
SaegerBomb,0.00028534741047224997,0.0,0.0682905934350662,0.00028534741047224997
Bozz ,0.0008560422314167499,1.2215214489394262e-07,0.00042802111570837496,0.0008560422314167499
@PhantomPanda7,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
@JullianBurdett,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
PhantomPanda7,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
SK8RxPUNK,0.0008560422314167499,0.00019393688870994957,0.05721748591197919,0.0008560422314167499
@slicer141,0.00028534741047224997,0.0,0.048978333968904934,0.00028534741047224997
slicer141,0.00028534741047224997,0.0,0.048978333968904934,0.00028534741047224997
LastoftheEra,0.0014267370523612499,7.329128693636558e-07,0.0006991011556570124,0.0014267370523612499
@Elmajoh,0.00028534741047224997,0.0,0.00043693822228563277,0.00028534741047224997
@PalombizioTony,0.00028534741047224997,0.0,0.00043693822228563277,0.00028534741047224997
@yvelisseoficial,0.00028534741047224997,0.0,0.00043693822228563277,0.00028534741047224997
@EyesOnQ,0.0005706948209444999,4.071738163131421e-07,0.0005825842963808437,0.0005706948209444999
Elmajoh,0.00028534741047224997,0.0,0.00043693822228563277,0.00028534741047224997
QuRan Cook AKA THE DREAMKILLER,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@johnnyfarmerCAW,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
johnnyfarmerCAW,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Martha McKinney,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@TODAYshow,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
Xad,0.0008560422314167499,0.00011634584627330852,0.06094017303600041,0.0008560422314167499
@GraceRandolph,0.0039948637466115,0.003677467998089805,0.07421449120762347,0.0039948637466115
@StJude,0.00028534741047224997,0.0,0.0516807807943883,0.00028534741047224997
GraceRandolph,0.0014267370523612499,2.8502167141919943e-07,0.05170716705045793,0.0014267370523612499
TheHeartbreakSoldier,0.0008560422314167499,0.00019381473656505572,0.07879019746315524,0.0008560422314167499
@LewisHamilton,0.0008560422314167499,9.707023780905311e-05,0.06400186432685247,0.0008560422314167499
LewisHamilton,0.00028534741047224997,0.0,0.06397154366471579,0.00028534741047224997
Amanda Gibbs,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@sherylunderwood,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
sherylunderwood,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
TreeStand,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@HappyPower,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
HappyPower,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Ryan Aaron,0.0005706948209444999,9.698880304579048e-05,0.07220386779374614,0.0005706948209444999
@Marvel,0.035383078898558996,0.0336896443767181,0.09164117187123916,0.035383078898558996
@SpongeBob,0.00028534741047224997,0.0,0.059560361722680685,0.00028534741047224997
Carlos Galvez,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@ssischool,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
Nolan Kehler,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@KimmyRampersad,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
CV 4 Seasons Pub,0.0005706948209444999,1.327293222764698e-05,0.07226827227844308,0.0005706948209444999
Marvel,0.007989727493223,0.0005831466480112581,0.06672703018560577,0.007989727493223
Dawn Ornelas,0.0011413896418889999,0.00029084425699247744,0.07879019746315524,0.0011413896418889999
@colinmcfarlane,0.00028534741047224997,0.0,0.06397154366471579,0.00028534741047224997
@anacfmonteiro,0.00028534741047224997,0.0,0.06397154366471579,0.00028534741047224997
colinmcfarlane,0.00028534741047224997,0.0,0.06397154366471579,0.00028534741047224997
TheWrap,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@Michaelb4jordan,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
Mikey D,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@JohnBoyega,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
Skyz,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@rpetrose,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
rpetrose,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Quency Phillips,0.0008560422314167499,3.664564346818279e-07,0.0005136253388500499,0.0008560422314167499
@trymainelee,0.00028534741047224997,0.0,0.0003424168925667,0.00028534741047224997
@HuffPost,0.0008560422314167499,3.8681512549748497e-07,0.0005706948209444999,0.0008560422314167499
@blackvoices,0.00028534741047224997,0.0,0.0003424168925667,0.00028534741047224997
AwakenGate6,0.0005706948209444999,2.4430428978788525e-07,0.00043693822228563277,0.0005706948209444999
EyesOnQ,0.00028534741047224997,0.0,0.0003177732525713693,0.00028534741047224997
xXNONxFICTIONXx,0.0017120844628334998,0.0004533173667341585,0.07452167039308548,0.0017120844628334998
@MCUFanatics,0.0005706948209444999,4.847404283207956e-05,0.06113791129743626,0.0005706948209444999
@Kevfeige,0.0054216007989727494,0.001661082729585951,0.07923712474460884,0.0054216007989727494
@DisneyStudios,0.0005706948209444999,3.3326559935205986e-07,0.061165604749631994,0.0005706948209444999
@RussoBrothers,0.0005706948209444999,2.7685593905470718e-05,0.07278113551146473,0.0005706948209444999
MCUFanatics,0.0005706948209444999,4.847404283207956e-05,0.06113791129743626,0.0005706948209444999
Mya tshimanga,0.0014267370523612499,0.0003877109078933739,0.05723365361073929,0.0014267370523612499
@bwisdom1976,0.00028534741047224997,0.0,0.04899018022213238,0.00028534741047224997
@MarvelCloud,0.00028534741047224997,0.0,0.04899018022213238,0.00028534741047224997
@Billyb3077,0.00028534741047224997,0.0,0.04899018022213238,0.00028534741047224997
bwisdom1976,0.00028534741047224997,0.0,0.04899018022213238,0.00028534741047224997
Trisa,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@fallongrande,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
fallongrande,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
947 Music.Life,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@JohnKani2,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
Reset with Sasha-Ann Simons,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@thrasherxy,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
Dave King us,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@GeraldoRivera,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
GeraldoRivera,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Jonathan Rand,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@WhoopiGoldberg,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
WhoopiGoldberg,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Mickey    LIA IS BACK Y'ALL!,0.0011413896418889999,8.143476326262842e-08,0.0006420316735625624,0.0011413896418889999
@Basmala59633343,0.0008560422314167499,3.0538036223485656e-08,0.0005706948209444999,0.0008560422314167499
@bruviez,0.0008560422314167499,3.0538036223485656e-08,0.0005706948209444999,0.0008560422314167499
@adorejmjk,0.0008560422314167499,3.0538036223485656e-08,0.0005706948209444999,0.0008560422314167499
Basmala59633343,0.0008560422314167499,3.0538036223485656e-08,0.0005706948209444999,0.0008560422314167499
Dollar Store Joe Burrow,0.0005706948209444999,3.5070128165511546e-06,0.06900013630673014,0.0005706948209444999
@Disney,0.0039948637466115,0.0027931604873922497,0.08654129465003475,0.0039948637466115
Disney,0.0014267370523612499,3.5494575862401454e-05,0.07238449035232962,0.0014267370523612499
Novo Health Africa,0.00028534741047224997,0.0,0.07874425119191616,0.00028534741047224997
The Brown Identity,0.0005706948209444999,7.769519109738714e-07,0.0787595606604088,0.0005706948209444999
chadwickboseman,0.013696675702667999,0.0008812930660759418,0.08216201201841855,0.013696675702667999
Ross The Movie Reviewer,0.00028534741047224997,0.0,0.06524922288102,0.00028534741047224997
@YouTube,0.00827507490369525,0.002807050318615164,0.08073737922407825,0.00827507490369525
Pete In Leander,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@JasonAndDeb,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
JasonAndDeb,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Lady Falcon ,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@JSmithpolitics1,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
JSmithpolitics1,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Breakfast Television,0.00028534741047224997,0.0,0.05558068193137308,0.00028534741047224997
@AP,0.0011413896418889999,0.00019409975823647484,0.0664370316124334,0.0011413896418889999
Mel,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@MaxposedYT,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
MaxposedYT,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Anthonysetarorock,0.0005706948209444999,4.201685595074543e-06,0.06077104714323623,0.0005706948209444999
@theblackpanther,0.007133685261806249,0.003497775458133936,0.07397731925800086,0.007133685261806249
theblackpanther,0.0014267370523612499,1.9971165377554206e-05,0.06484190480301123,0.0014267370523612499
Anna,0.0008560422314167499,0.00019393688870994965,0.07877487608299712,0.0008560422314167499
@ThePerezHilton,0.00028534741047224997,0.0,0.0639614431604662,0.00028534741047224997
ThePerezHilton,0.00028534741047224997,0.0,0.0639614431604662,0.00028534741047224997
Patrick Howard ,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@nightlightakron,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
nightlightakron,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
iamdaniel,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@NatGeo,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
NatGeo,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
LegendaryMCU,0.0022827792837779998,0.000606781482139872,0.06433218997249686,0.0022827792837779998
@EscaflowneClown,0.0028534741047224997,0.001945082691378711,0.07649165412704167,0.0028534741047224997
@jemelehill,0.00199743187330575,0.0009930694434656293,0.07356756565092394,0.00199743187330575
@JustBrizard,0.0005706948209444999,0.00010539366953215163,0.06743795576108086,0.0005706948209444999
@wondermannews,0.00028534741047224997,0.0,0.05409986648728802,0.00028534741047224997
@MasterTainment,0.0008560422314167499,0.00012694698917836396,0.05414325050211343,0.0008560422314167499
EscaflowneClown,0.0017120844628334998,0.000482100113449323,0.07459714579814247,0.0017120844628334998
JustBrizard,0.00028534741047224997,0.0,0.05409986648728802,0.00028534741047224997
MasterTainment,0.0005706948209444999,4.694893105830476e-05,0.05410709232760955,0.0005706948209444999
Saras Instagram Stories,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@Blavity,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
gabriellalabrada,0.0005706948209444999,2.0358690815657104e-08,0.0003210158367812812,0.0005706948209444999
@PodcastATI,0.0005706948209444999,2.0358690815657104e-08,0.0003210158367812812,0.0005706948209444999
PodcastATI,0.0005706948209444999,2.0358690815657104e-08,0.0003210158367812812,0.0005706948209444999
Nick Maestas,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@adidas,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
TinaBibbsTV,0.00028534741047224997,0.0,0.07874425119191616,0.00028534741047224997
TipsyGeek,0.0011413896418889999,4.886085795757705e-07,0.0005706948209444999,0.0011413896418889999
@IndianRex,0.00028534741047224997,0.0,0.00036687524203574996,0.00028534741047224997
@Cynicalexx,0.00028534741047224997,0.0,0.00036687524203574996,0.00028534741047224997
@MarvelFFightUS,0.0005706948209444999,3.2573905305051367e-07,0.0005136253388500499,0.0005706948209444999
IndianRex,0.00028534741047224997,0.0,0.00036687524203574996,0.00028534741047224997
Pam Campbell,0.00028534741047224997,0.0,0.07874425119191616,0.00028534741047224997
claudia fernandez,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@jonlionfineart2,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
jonlionfineart2,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Don,0.0014267370523612499,0.000387710907893374,0.07880552480436002,0.0014267370523612499
@Ramsey86687322,0.00028534741047224997,0.0,0.06398164735952187,0.00028534741047224997
@abc13houston,0.00028534741047224997,0.0,0.06398164735952187,0.00028534741047224997
@TheAcademy,0.00028534741047224997,0.0,0.06398164735952187,0.00028534741047224997
Ramsey86687322,0.00028534741047224997,0.0,0.06398164735952187,0.00028534741047224997
emily ,0.0005706948209444999,2.0358690815657104e-08,0.0003210158367812812,0.0005706948209444999
Nemis,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@KevZCastle,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
KevZCastle,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Coach Butler,0.0008560422314167499,0.0024953240158934603,0.07914424152716863,0.0008560422314167499
@realDonaldTrump,0.0017120844628334998,0.0015908484590262618,0.0644498926508333,0.0017120844628334998
realDonaldTrump,0.0014267370523612499,0.0007208808830916024,0.06435774092569906,0.0014267370523612499
Future  Megatrends,0.0005706948209444999,9.364997775202268e-07,0.0015803856580001538,0.0005706948209444999
@nowthisnews,0.0048509059780282495,1.054580184251038e-05,0.0026509694908389675,0.0048509059780282495
nowthisnews,0.00028534741047224997,0.0,0.0010957340562134398,0.00028534741047224997
Barbara Dixon ,0.0008560422314167499,0.00019393688870994965,0.07877487608299712,0.0008560422314167499
@ABC,0.00028534741047224997,0.0,0.0639614431604662,0.00028534741047224997
ABC,0.00028534741047224997,0.0,0.0639614431604662,0.00028534741047224997
Tiff,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@AkiraTheory,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
AkiraTheory,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Jakob Holgersson,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@thetruebowser,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
thetruebowser,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
dotti the angel,0.0005706948209444999,7.769519109738714e-07,0.0787595606604088,0.0005706948209444999
Welcome to the Show ,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@cinnamonpomme,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
cinnamonpomme,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
T M,0.0005706948209444999,2.0358690815657104e-08,0.0003210158367812812,0.0005706948209444999
@BeschlossDC,0.0005706948209444999,2.0358690815657104e-08,0.0003210158367812812,0.0005706948209444999
BeschlossDC,0.0005706948209444999,2.0358690815657104e-08,0.0003210158367812812,0.0005706948209444999
Heidi Wolff,0.0005706948209444999,1.6670237904014746e-06,0.05716097082782739,0.0005706948209444999
@Variety,0.00199743187330575,0.0006575648624614647,0.068695913219741,0.00199743187330575
Variety,0.0008560422314167499,3.7380697415481605e-05,0.06587524193134608,0.0008560422314167499
Dog John,0.0005706948209444999,8.143476326262842e-08,0.0003210158367812812,0.0005706948209444999
@washingtonpost,0.0005706948209444999,8.143476326262842e-08,0.0003210158367812812,0.0005706948209444999
washingtonpost,0.00028534741047224997,0.0,0.00021401055785418748,0.00028534741047224997
Cult Faction,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
@sophiecowdrey,0.00028534741047224997,0.0,0.00014267370523612499,0.00028534741047224997
Keshav Batra,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@WeirdGirl2364,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
WeirdGirl2364,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
C.E.D.R.I.C.,0.0014267370523612499,0.00038466071166688855,0.069521160160771,0.0014267370523612499
@MsPackyetti,0.00028534741047224997,0.0,0.057722969543575475,0.00028534741047224997
@disneyplus,0.0031388215151947497,0.0017648153171615467,0.06645337930721992,0.0031388215151947497
@ABCNetwork,0.00028534741047224997,0.0,0.057722969543575475,0.00028534741047224997
MsPackyetti,0.00028534741047224997,0.0,0.057722969543575475,0.00028534741047224997
FluturiTastic,0.00028534741047224997,0.0,0.07874425119191616,0.00028534741047224997
 am loves u! ,0.0008560422314167499,1.2215214489394262e-07,0.00042802111570837496,0.0008560422314167499
@T00F1ZZY,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
@lgbtizm,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
T00F1ZZY,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
Notcher,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@YoungMiddleEric,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
YoungMiddleEric,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Ryan Jackson,0.0017120844628334998,0.00048453684141263915,0.06080753531324117,0.0017120844628334998
@NYCdaBlues,0.00028534741047224997,0.0,0.051585355947639466,0.00028534741047224997
@TylerDi22391128,0.00028534741047224997,0.0,0.051585355947639466,0.00028534741047224997
@KoryLee1970,0.00028534741047224997,0.0,0.051585355947639466,0.00028534741047224997
@RobDalek,0.00028534741047224997,0.0,0.051585355947639466,0.00028534741047224997
NYCdaBlues,0.00028534741047224997,0.0,0.051585355947639466,0.00028534741047224997
Auie Aizawa,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@atlleader27,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
atlleader27,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
Raribot San-Mei,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@cznell,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
cznell,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
The Goddess of Light,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@DrChaeEd,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
DrChaeEd,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
A-Classic-Mom,0.00028534741047224997,0.0,0.07874425119191616,0.00028534741047224997
Ochocinco,0.0008560422314167499,1.4251083570959972e-07,0.0004565558567556,0.0008560422314167499
@MelaninMiyagi,0.0005706948209444999,4.071738163131421e-08,0.0003804632139629999,0.0005706948209444999
@GOVOrdon,0.00028534741047224997,0.0,0.00028534741047224997,0.00028534741047224997
MelaninMiyagi,0.0005706948209444999,4.071738163131421e-08,0.0003804632139629999,0.0005706948209444999
CoastalChildCreative,0.0005706948209444999,2.0358690815657104e-08,0.00032611132625399997,0.0005706948209444999
BRBGettingBanned,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@DirtbagDan408,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
DirtbagDan408,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
BriBri,0.0008560422314167499,1.2215214489394262e-07,0.00042802111570837496,0.0008560422314167499
@thoedasscolson,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
@nvmbersix,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
thoedasscolson,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
"Artina Leatrice Graves, MBA",0.0005706948209444999,4.847404283207956e-05,0.03896314323908942,0.0005706948209444999
@EW,0.0008560422314167499,0.00029074246353839915,0.04399910940119612,0.0008560422314167499
EW,0.0005706948209444999,2.0358690815657104e-08,0.03496157765226657,0.0005706948209444999
Sanner ,0.0005706948209444999,4.071738163131421e-08,0.00028534741047224997,0.0005706948209444999
@SamRochadotcom,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
SamRochadotcom,0.00028534741047224997,0.0,0.00019023160698149996,0.00028534741047224997
TracyintheVI,0.0005706948209444999,0.0004855637698489359,0.07920613945777939,0.0005706948209444999
Mr Coverage,0.0008560422314167499,1.2215214489394262e-07,0.00042802111570837496,0.0008560422314167499
@Brinkmann2015,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
@Natsky1988,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
Brinkmann2015,0.00028534741047224997,0.0,0.00025681266942502494,0.00028534741047224997
